,name,number,address,lat,lng,total
10,구철회내과의원, 033-244-3500, 강원도 춘천시 춘천로 188 효자동 ,127.7352233,37.876082,"{'name': '구철회내과의원', 'number': ' 033-244-3500', 'address': ' 강원도 춘천시 춘천로 188 효자동 ', 'lat': 127.7352233, 'lng': 37.876082}"
11,근로복지공단 태백병원, 033-580-3114, 강원도 태백시 보드미길 8 장성동 ,129.0043366,37.1040964,"{'name': '근로복지공단 태백병원', 'number': ' 033-580-3114', 'address': ' 강원도 태백시 보드미길 8 장성동 ', 'lat': 129.0043366, 'lng': 37.1040964}"
12,기린소아청소년과의원, 033-432-7208, 강원도 홍천군 홍천읍 홍천로 321 안정스의트타워2층203호 ,127.8807723,37.6889055,"{'name': '기린소아청소년과의원', 'number': ' 033-432-7208', 'address': ' 강원도 홍천군 홍천읍 홍천로 321 안정스의트타워2층203호 ', 'lat': 127.8807723, 'lng': 37.6889055}"
13,김대균의원, 033-735-9201, 강원도 원주시 단구로 404 단구동2층 ,127.9550094,37.3208904,"{'name': '김대균의원', 'number': ' 033-735-9201', 'address': ' 강원도 원주시 단구로 404 단구동2층 ', 'lat': 127.9550094, 'lng': 37.3208904}"
14,김소아청소년과의원, 033-637-1800, 강원도 속초시 청대로 347 교동 ,128.5721888,38.1974651,"{'name': '김소아청소년과의원', 'number': ' 033-637-1800', 'address': ' 강원도 속초시 청대로 347 교동 ', 'lat': 128.5721888, 'lng': 38.1974651}"
15,꾸러기소아과의원, 033-531-0222, 강원도 동해시 중앙로 249 천곡동 ,129.1134223,37.522743,"{'name': '꾸러기소아과의원', 'number': ' 033-531-0222', 'address': ' 강원도 동해시 중앙로 249 천곡동 ', 'lat': 129.1134223, 'lng': 37.522743}"
16,나노소아청소년과의원, 033-575-9410, 강원도 삼척시 진주로 29 남양동 동일빌딩302호,129.1637643,37.4432875,"{'name': '나노소아청소년과의원', 'number': ' 033-575-9410', 'address': ' 강원도 삼척시 진주로 29 남양동 동일빌딩302호', 'lat': 129.1637643, 'lng': 37.4432875}"
17,나라연소아청소년과의원, 033-745-0997, 강원도 원주시 시청로 84 무실동 ,127.9280529,37.3363633,"{'name': '나라연소아청소년과의원', 'number': ' 033-745-0997', 'address': ' 강원도 원주시 시청로 84 무실동 ', 'lat': 127.9280529, 'lng': 37.3363633}"
18,나소아과의원, 033-572-7988, 강원도 삼척시 청석로 63 교동 ,129.1757335,37.4481935,"{'name': '나소아과의원', 'number': ' 033-572-7988', 'address': ' 강원도 삼척시 청석로 63 교동 ', 'lat': 129.1757335, 'lng': 37.4481935}"
19,난소아청소년과의원, 033-646-2730, 강원도 강릉시 범일로 604 내곡동 하나로마트2층,128.8808217,37.7412779,"{'name': '난소아청소년과의원', 'number': ' 033-646-2730', 'address': ' 강원도 강릉시 범일로 604 내곡동 하나로마트2층', 'lat': 128.8808217, 'lng': 37.7412779}"
20,누가이비인후과의원, 033-535-3600, 강원도 동해시 한섬로 111-7 천곡동 현진빌딩3층,129.1152178,37.5222543,"{'name': '누가이비인후과의원', 'number': ' 033-535-3600', 'address': ' 강원도 동해시 한섬로 111-7 천곡동 현진빌딩3층', 'lat': 129.1152178, 'lng': 37.5222543}"
21,누누베베소아과의원, 033-254-2266, 강원도 춘천시 충열로 39 우두동 ,127.7327187,37.8994774,"{'name': '누누베베소아과의원', 'number': ' 033-254-2266', 'address': ' 강원도 춘천시 충열로 39 우두동 ', 'lat': 127.7327187, 'lng': 37.8994774}"
22,다나의원, 033-653-7572, 강원도 강릉시 월대산로 56-7 입암동 ,128.916971,37.7593905,"{'name': '다나의원', 'number': ' 033-653-7572', 'address': ' 강원도 강릉시 월대산로 56-7 입암동 ', 'lat': 128.916971, 'lng': 37.7593905}"
23,다사랑의원, 033-244-8275, 강원도 춘천시 영서로 2779 우두동 ,127.7284277,37.9013552,"{'name': '다사랑의원', 'number': ' 033-244-8275', 'address': ' 강원도 춘천시 영서로 2779 우두동 ', 'lat': 127.7284277, 'lng': 37.9013552}"
24,더사랑소아청소년과의원, 033-732-2693, 강원도 원주시 오리현길 16-9 반곡동1층 ,127.9677949,37.3386155,"{'name': '더사랑소아청소년과의원', 'number': ' 033-732-2693', 'address': ' 강원도 원주시 오리현길 16-9 반곡동1층 ', 'lat': 127.9677949, 'lng': 37.3386155}"
25,도담내과의원, 033-744-4901, 강원도 원주시 모란1길 70 우산동 수정프라자203층,127.9333489,37.3617393,"{'name': '도담내과의원', 'number': ' 033-744-4901', 'address': ' 강원도 원주시 모란1길 70 우산동 수정프라자203층', 'lat': 127.9333489, 'lng': 37.3617393}"
26,도담도담소아청소년과의원, 033-648-7271, 강원도 강릉시 경강로 2109 임당동 문선빌딩4층,128.8972134,37.7556773,"{'name': '도담도담소아청소년과의원', 'number': ' 033-648-7271', 'address': ' 강원도 강릉시 경강로 2109 임당동 문선빌딩4층', 'lat': 128.8972134, 'lng': 37.7556773}"
27,도홍림이비인후과의원, 033-734-7522, 강원도 원주시 무실로 8 일산동 명동프라자4층,127.9489794,37.3489558,"{'name': '도홍림이비인후과의원', 'number': ' 033-734-7522', 'address': ' 강원도 원주시 무실로 8 일산동 명동프라자4층', 'lat': 127.9489794, 'lng': 37.3489558}"
28,두리의원, 033-263-7582, 강원도 춘천시 안마산로 199 퇴계동3층302호 ,127.7364752,37.8504981,"{'name': '두리의원', 'number': ' 033-263-7582', 'address': ' 강원도 춘천시 안마산로 199 퇴계동3층302호 ', 'lat': 127.7364752, 'lng': 37.8504981}"
29,류상우소아청소년과의원, 033-553-2094, 강원도 태백시 연지로 21 황지동 ,128.9893745,37.1757031,"{'name': '류상우소아청소년과의원', 'number': ' 033-553-2094', 'address': ' 강원도 태백시 연지로 21 황지동 ', 'lat': 128.9893745, 'lng': 37.1757031}"
30,미래산부인과의원, 033-241-7677, 강원도 춘천시 중앙로 118 소양로4가 ,127.7220293,37.8767664,"{'name': '미래산부인과의원', 'number': ' 033-241-7677', 'address': ' 강원도 춘천시 중앙로 118 소양로4가 ', 'lat': 127.7220293, 'lng': 37.8767664}"
31,박유인소아청소년과의원, 033-641-2391, 강원도 강릉시 솔올로 25 교동2층 ,128.8776272,37.7642131,"{'name': '박유인소아청소년과의원', 'number': ' 033-641-2391', 'address': ' 강원도 강릉시 솔올로 25 교동2층 ', 'lat': 128.8776272, 'lng': 37.7642131}"
32,밝은미래의원, 033-481-2575, 강원도 양구군 양구읍 사명길 32  밝은미래의원  ,127.9884012,38.1037079,"{'name': '밝은미래의원', 'number': ' 033-481-2575', 'address': ' 강원도 양구군 양구읍 사명길 32  밝은미래의원  ', 'lat': 127.9884012, 'lng': 38.1037079}"
33,봄내아이소아청소년과의원, 033-264-1191, 강원도 춘천시 지석로 11 퇴계동 ,127.7375201,37.8535306,"{'name': '봄내아이소아청소년과의원', 'number': ' 033-264-1191', 'address': ' 강원도 춘천시 지석로 11 퇴계동 ', 'lat': 127.7375201, 'lng': 37.8535306}"
34,부부소아청소년과의원, 033-746-5988, 강원도 원주시 문막읍 왕건로 48    ,127.8293112,37.3238795,"{'name': '부부소아청소년과의원', 'number': ' 033-746-5988', 'address': ' 강원도 원주시 문막읍 왕건로 48    ', 'lat': 127.8293112, 'lng': 37.3238795}"
35,사랑나무소아청소년과의원, 033-252-8275, 강원도 춘천시 방송길 84 온의동 롯데마트3층,127.7178694,37.8689361,"{'name': '사랑나무소아청소년과의원', 'number': ' 033-252-8275', 'address': ' 강원도 춘천시 방송길 84 온의동 롯데마트3층', 'lat': 127.7178694, 'lng': 37.8689361}"
36,서울아산의원, 033-635-6565, 강원도 속초시 중앙로 88-1 청학동 ,128.5857959,38.2013459,"{'name': '서울아산의원', 'number': ' 033-635-6565', 'address': ' 강원도 속초시 중앙로 88-1 청학동 ', 'lat': 128.5857959, 'lng': 38.2013459}"
37,석사성모의원, 033-263-4589, 강원도 춘천시 우석로101번길 86 석사동 석사대우아파트상가205206호,127.7572556,37.8693238,"{'name': '석사성모의원', 'number': ' 033-263-4589', 'address': ' 강원도 춘천시 우석로101번길 86 석사동 석사대우아파트상가205206호', 'lat': 127.7572556, 'lng': 37.8693238}"
38,성가의원, 033-372-4888, 강원도 영월군 영월읍 중앙로 33  번지  ,128.4674216,37.1837072,"{'name': '성가의원', 'number': ' 033-372-4888', 'address': ' 강원도 영월군 영월읍 중앙로 33  번지  ', 'lat': 128.4674216, 'lng': 37.1837072}"
39,성심의원, 033-262-3114, 강원도 춘천시 퇴계로 166 퇴계동 ,127.7374303,37.8581429,"{'name': '성심의원', 'number': ' 033-262-3114', 'address': ' 강원도 춘천시 퇴계로 166 퇴계동 ', 'lat': 127.7374303, 'lng': 37.8581429}"
40,성요셉의원, 033-458-6115, 강원도 철원군 서면 와수1로 12    ,127.436973,38.2379355,"{'name': '성요셉의원', 'number': ' 033-458-6115', 'address': ' 강원도 철원군 서면 와수1로 12    ', 'lat': 127.436973, 'lng': 38.2379355}"
41,세가온산부인과의원, 033-650-9120, 강원도 강릉시 율곡로 2982-6 교동 ,128.8923474,37.7682777,"{'name': '세가온산부인과의원', 'number': ' 033-650-9120', 'address': ' 강원도 강릉시 율곡로 2982-6 교동 ', 'lat': 128.8923474, 'lng': 37.7682777}"
42,세가온소아청소년과의원, 033-655-9393, 강원도 강릉시 율곡로 2982-6 교동1층 ,128.8923474,37.7682777,"{'name': '세가온소아청소년과의원', 'number': ' 033-655-9393', 'address': ' 강원도 강릉시 율곡로 2982-6 교동1층 ', 'lat': 128.8923474, 'lng': 37.7682777}"
43,송소아청소년과의원, 033-633-1621, 강원도 속초시 동해대로 4117 조양동 ,128.5840154,38.1892434,"{'name': '송소아청소년과의원', 'number': ' 033-633-1621', 'address': ' 강원도 속초시 동해대로 4117 조양동 ', 'lat': 128.5840154, 'lng': 38.1892434}"
44,송이비인후과의원, 033-244-7550, 강원도 춘천시 춘주로 143 퇴계동 ,127.724459,37.8589993,"{'name': '송이비인후과의원', 'number': ' 033-244-7550', 'address': ' 강원도 춘천시 춘주로 143 퇴계동 ', 'lat': 127.724459, 'lng': 37.8589993}"
45,신소아청소년과의원, 033-522-3773, 강원도 동해시 효자로 691 효가동 동성프라자308,129.1097088,37.4929224,"{'name': '신소아청소년과의원', 'number': ' 033-522-3773', 'address': ' 강원도 동해시 효자로 691 효가동 동성프라자308', 'lat': 129.1097088, 'lng': 37.4929224}"
46,심소아청소년과의원, 033-264-0369, 강원도 춘천시 동면 춘천순환로 609 3층 ,127.7556461,37.8931677,"{'name': '심소아청소년과의원', 'number': ' 033-264-0369', 'address': ' 강원도 춘천시 동면 춘천순환로 609 3층 ', 'lat': 127.7556461, 'lng': 37.8931677}"
47,아이앤맘소아청소년과의원, 033-645-7512, 강원도 강릉시 옥가로 21 옥천동3 7층,128.8990071,37.7583465,"{'name': '아이앤맘소아청소년과의원', 'number': ' 033-645-7512', 'address': ' 강원도 강릉시 옥가로 21 옥천동3 7층', 'lat': 128.8990071, 'lng': 37.7583465}"
48,애플소아청소년과의원, 033-575-5017, 강원도 삼척시 척주로 9-19 남양동 삼일빌딩가동3층303호,129.1646509,37.4444355,"{'name': '애플소아청소년과의원', 'number': ' 033-575-5017', 'address': ' 강원도 삼척시 척주로 9-19 남양동 삼일빌딩가동3층303호', 'lat': 129.1646509, 'lng': 37.4444355}"
49,양구세브란스 가정의학과의원, 033-482-7755, 강원도 양구군 양구읍 청춘로 11   32  ,0.0,0.0,"{'name': '양구세브란스 가정의학과의원', 'number': ' 033-482-7755', 'address': ' 강원도 양구군 양구읍 청춘로 11   32  ', 'lat': 0.0, 'lng': 0.0}"
50,엄마맘소아청소년과의원, 033-742-1119, 강원도 원주시 양지로 4 반곡동 더조은메디컬빌딩2층202호,127.9788386,37.3254059,"{'name': '엄마맘소아청소년과의원', 'number': ' 033-742-1119', 'address': ' 강원도 원주시 양지로 4 반곡동 더조은메디컬빌딩2층202호', 'lat': 127.9788386, 'lng': 37.3254059}"
51,연규홍소아청소년과의원, 033-746-9005, 강원도 원주시 남원로534번길 26 단구동 중앙빌딩3층,127.9490404,37.3301572,"{'name': '연규홍소아청소년과의원', 'number': ' 033-746-9005', 'address': ' 강원도 원주시 남원로534번길 26 단구동 중앙빌딩3층', 'lat': 127.9490404, 'lng': 37.3301572}"
52,연세고운맘소아청소년과의원, 033-742-9515, 강원도 원주시 시청로 86 무실동 부영골든빌203호,127.9278518,37.3361225,"{'name': '연세고운맘소아청소년과의원', 'number': ' 033-742-9515', 'address': ' 강원도 원주시 시청로 86 무실동 부영골든빌203호', 'lat': 127.9278518, 'lng': 37.3361225}"
53,연세메디컬의원, 033-734-0365, 강원도 원주시 시청로 70 무실동 ,127.9263716,37.3373089,"{'name': '연세메디컬의원', 'number': ' 033-734-0365', 'address': ' 강원도 원주시 시청로 70 무실동 ', 'lat': 127.9263716, 'lng': 37.3373089}"
54,연세소아청소년과의원, 033-641-9508, 강원도 강릉시 금성로22번길 8 금학동 ,128.897785,37.7544997,"{'name': '연세소아청소년과의원', 'number': ' 033-641-9508', 'address': ' 강원도 강릉시 금성로22번길 8 금학동 ', 'lat': 128.897785, 'lng': 37.7544997}"
55,연세이앤피의원, 033-553-6903, 강원도 태백시 황지로 131 황지동 ,128.9919692,37.1706235,"{'name': '연세이앤피의원', 'number': ' 033-553-6903', 'address': ' 강원도 태백시 황지로 131 황지동 ', 'lat': 128.9919692, 'lng': 37.1706235}"
56,연세키즈소아청소년과의원, 033-764-6644, 강원도 원주시 서원대로 402 단구동 대신프라자3층,127.9492947,37.3304617,"{'name': '연세키즈소아청소년과의원', 'number': ' 033-764-6644', 'address': ' 강원도 원주시 서원대로 402 단구동 대신프라자3층', 'lat': 127.9492947, 'lng': 37.3304617}"
57,연세탑이비인후과의원, 033-743-5075, 강원도 원주시 혁신로 55 반곡동207호 ,127.9804354,37.3234325,"{'name': '연세탑이비인후과의원', 'number': ' 033-743-5075', 'address': ' 강원도 원주시 혁신로 55 반곡동207호 ', 'lat': 127.9804354, 'lng': 37.3234325}"
58,오은경소아청소년과의원, 033-765-2027, 강원도 원주시 영랑길 14-2 행구동청연재빌딩5층502호 ,127.9717075,37.3410021,"{'name': '오은경소아청소년과의원', 'number': ' 033-765-2027', 'address': ' 강원도 원주시 영랑길 14-2 행구동청연재빌딩5층502호 ', 'lat': 127.9717075, 'lng': 37.3410021}"
59,온세의원, 033-252-7660, 강원도 춘천시 스포츠타운길 533 온의동 ,127.7146329,37.8691072,"{'name': '온세의원', 'number': ' 033-252-7660', 'address': ' 강원도 춘천시 스포츠타운길 533 온의동 ', 'lat': 127.7146329, 'lng': 37.8691072}"
60,우리가정의원, 033-766-1177, 강원도 원주시 나비허리길 169 관설동2층 ,127.9658403,37.3185011,"{'name': '우리가정의원', 'number': ' 033-766-1177', 'address': ' 강원도 원주시 나비허리길 169 관설동2층 ', 'lat': 127.9658403, 'lng': 37.3185011}"
61,우리들소아청소년과의원, 033-747-0202, 강원도 원주시 감영길 11 일산동 ,127.9500358,37.3474624,"{'name': '우리들소아청소년과의원', 'number': ' 033-747-0202', 'address': ' 강원도 원주시 감영길 11 일산동 ', 'lat': 127.9500358, 'lng': 37.3474624}"
62,우리마을소아청소년과,가정의학과의원, 033-733-2426 강원도원주시능라동길3 무실동,0.0,0.0,"{'name': '우리마을소아청소년과', 'number': '가정의학과의원', 'address': ' 033-733-2426 강원도원주시능라동길3 무실동', 'lat': 0.0, 'lng': 0.0}"
63,우리소아과의원, 033-263-9502, 강원도 춘천시 영서로 2025 석사동 ,127.7457254,37.8525079,"{'name': '우리소아과의원', 'number': ' 033-263-9502', 'address': ' 강원도 춘천시 영서로 2025 석사동 ', 'lat': 127.7457254, 'lng': 37.8525079}"
64,우리아이소아청소년과의원, 033-761-2755, 강원도 원주시 단구로 388 단구동2층 ,127.9560247,37.3221765,"{'name': '우리아이소아청소년과의원', 'number': ' 033-761-2755', 'address': ' 강원도 원주시 단구로 388 단구동2층 ', 'lat': 127.9560247, 'lng': 37.3221765}"
65,우리연합의원, 033-463-5251, 강원도 인제군 기린면 기린로 43-1    ,128.3179864,37.9561646,"{'name': '우리연합의원', 'number': ' 033-463-5251', 'address': ' 강원도 인제군 기린면 기린로 43-1    ', 'lat': 128.3179864, 'lng': 37.9561646}"
66,원주연세의원, 033-766-7881, 강원도 원주시 흥업면 남원로 57  원주연세의원  ,127.9192109,37.3014171,"{'name': '원주연세의원', 'number': ' 033-766-7881', 'address': ' 강원도 원주시 흥업면 남원로 57  원주연세의원  ', 'lat': 127.9192109, 'lng': 37.3014171}"
67,유소아청소년과의원, 033-345-5332, 강원도 횡성군 횡성읍 태기로 25    ,127.9862644,37.4911413,"{'name': '유소아청소년과의원', 'number': ' 033-345-5332', 'address': ' 강원도 횡성군 횡성읍 태기로 25    ', 'lat': 127.9862644, 'lng': 37.4911413}"
68,윤가정의원, 033-455-1777, 강원도 철원군 동송읍 금학로 222 2층 ,127.2181884,38.2084031,"{'name': '윤가정의원', 'number': ' 033-455-1777', 'address': ' 강원도 철원군 동송읍 금학로 222 2층 ', 'lat': 127.2181884, 'lng': 38.2084031}"
69,윤동석내과의원, 033-263-7524, 강원도 춘천시 칠전서길 38-14 칠전동 ,127.7133787,37.8421741,"{'name': '윤동석내과의원', 'number': ' 033-263-7524', 'address': ' 강원도 춘천시 칠전서길 38-14 칠전동 ', 'lat': 127.7133787, 'lng': 37.8421741}"
70,윤화준소아청소년과의원, 033-262-8275, 강원도 춘천시 퇴계농공로 22 석사동 ,127.7441187,37.8512392,"{'name': '윤화준소아청소년과의원', 'number': ' 033-262-8275', 'address': ' 강원도 춘천시 퇴계농공로 22 석사동 ', 'lat': 127.7441187, 'lng': 37.8512392}"
71,율산부인과의원, 033-765-0655, 강원도 원주시 능라동길 61 무실동 정한타워8층,127.9312335,37.3341487,"{'name': '율산부인과의원', 'number': ' 033-765-0655', 'address': ' 강원도 원주시 능라동길 61 무실동 정한타워8층', 'lat': 127.9312335, 'lng': 37.3341487}"
72,의료법인 강릉동인병원, 033-650-6111, 강원도 강릉시 강릉대로419번길 42 포남동 ,128.90735,37.77435,"{'name': '의료법인 강릉동인병원', 'number': ' 033-650-6111', 'address': ' 강원도 강릉시 강릉대로419번길 42 포남동 ', 'lat': 128.90735, 'lng': 37.77435}"
73,이복순의원, 033-455-2262, 강원도 철원군 동송읍 금학로 224-1 3층 ,127.2180672,38.2086842,"{'name': '이복순의원', 'number': ' 033-455-2262', 'address': ' 강원도 철원군 동송읍 금학로 224-1 3층 ', 'lat': 127.2180672, 'lng': 38.2086842}"
74,이소아청소년과의원, 033-662-8636, 강원도 강릉시 주문진읍 주문로 107 2층 ,128.8271895,37.8934539,"{'name': '이소아청소년과의원', 'number': ' 033-662-8636', 'address': ' 강원도 강릉시 주문진읍 주문로 107 2층 ', 'lat': 128.8271895, 'lng': 37.8934539}"
75,이앤신 소아청소년과의원, 033-263-2255, 강원도 춘천시 동내면 춘천순환로 58  메디피아건물 301-2호  ,127.7503301,37.8551213,"{'name': '이앤신 소아청소년과의원', 'number': ' 033-263-2255', 'address': ' 강원도 춘천시 동내면 춘천순환로 58  메디피아건물 301-2호  ', 'lat': 127.7503301, 'lng': 37.8551213}"
76,이이비인후과의원, 033-535-1616, 강원도 동해시 청운1길 51 쇄운동 백봉빌딩2층,129.1088409,37.4862869,"{'name': '이이비인후과의원', 'number': ' 033-535-1616', 'address': ' 강원도 동해시 청운1길 51 쇄운동 백봉빌딩2층', 'lat': 129.1088409, 'lng': 37.4862869}"
77,이정열내과의원, 033-243-7659, 강원도 춘천시 춘주로 151 퇴계동2층 ,127.7251478,37.8586309,"{'name': '이정열내과의원', 'number': ' 033-243-7659', 'address': ' 강원도 춘천시 춘주로 151 퇴계동2층 ', 'lat': 127.7251478, 'lng': 37.8586309}"
78,이현철소아청소년과의원, 033-636-0282, 강원도 속초시 동해대로 4147 조양동비동3층 ,128.5805187,38.1895574,"{'name': '이현철소아청소년과의원', 'number': ' 033-636-0282', 'address': ' 강원도 속초시 동해대로 4147 조양동비동3층 ', 'lat': 128.5805187, 'lng': 38.1895574}"
79,이호영소아청소년과의원, 033-635-6030, 강원도 속초시 청학로 47 청학동 ,128.5828453,38.2023059,"{'name': '이호영소아청소년과의원', 'number': ' 033-635-6030', 'address': ' 강원도 속초시 청학로 47 청학동 ', 'lat': 128.5828453, 'lng': 38.2023059}"
80,이화코난소아청소년과의원, 033-553-7119, 강원도 태백시 번영로 359-1 황지동 ,128.992796,37.1717717,"{'name': '이화코난소아청소년과의원', 'number': ' 033-553-7119', 'address': ' 강원도 태백시 번영로 359-1 황지동 ', 'lat': 128.992796, 'lng': 37.1717717}"
81,인구보건복지협회강원지회가족보건의원, 033-260-8900, 강원도 춘천시 김유정로 1846 퇴계동 ,127.7345608,37.8515894,"{'name': '인구보건복지협회강원지회가족보건의원', 'number': ' 033-260-8900', 'address': ' 강원도 춘천시 김유정로 1846 퇴계동 ', 'lat': 127.7345608, 'lng': 37.8515894}"
82,정선군립병원, 033-592-3121, 강원도 정선군 사북읍 지장천로 727    ,128.8261822,37.2257003,"{'name': '정선군립병원', 'number': ' 033-592-3121', 'address': ' 강원도 정선군 사북읍 지장천로 727    ', 'lat': 128.8261822, 'lng': 37.2257003}"
83,조소아청소년과의원, 033-644-8256, 강원도 강릉시 교동광장로 105 교동 ,128.876436,37.7650697,"{'name': '조소아청소년과의원', 'number': ' 033-644-8256', 'address': ' 강원도 강릉시 교동광장로 105 교동 ', 'lat': 128.876436, 'lng': 37.7650697}"
84,진부연세내과의원, 033-335-7040, 강원도 평창군 진부면 진부중앙로 80  -  ,0.0,0.0,"{'name': '진부연세내과의원', 'number': ' 033-335-7040', 'address': ' 강원도 평창군 진부면 진부중앙로 80  -  ', 'lat': 0.0, 'lng': 0.0}"
85,철원병원, 033-452-5011, 강원도 철원군 갈말읍 명성로 208-0    ,0.0,0.0,"{'name': '철원병원', 'number': ' 033-452-5011', 'address': ' 강원도 철원군 갈말읍 명성로 208-0    ', 'lat': 0.0, 'lng': 0.0}"
86,최원규소아청소년과의원, 033-734-9595, 강원도 원주시 원일로115번길 5 일산동 ,127.9480168,37.3495865,"{'name': '최원규소아청소년과의원', 'number': ' 033-734-9595', 'address': ' 강원도 원주시 원일로115번길 5 일산동 ', 'lat': 127.9480168, 'lng': 37.3495865}"
87,키즈메디소아청소년과의원, 033-433-9933, 강원도 홍천군 홍천읍 홍천로 326  키즈메디소아청소년과의원  ,127.8816456,37.6880778,"{'name': '키즈메디소아청소년과의원', 'number': ' 033-433-9933', 'address': ' 강원도 홍천군 홍천읍 홍천로 326  키즈메디소아청소년과의원  ', 'lat': 127.8816456, 'lng': 37.6880778}"
88,키즈메디소아청소년과의원, 033-742-0707, 강원도 원주시 능라동길 61 무실동정한타워3층301호 ,127.9312335,37.3341487,"{'name': '키즈메디소아청소년과의원', 'number': ' 033-742-0707', 'address': ' 강원도 원주시 능라동길 61 무실동정한타워3층301호 ', 'lat': 127.9312335, 'lng': 37.3341487}"
89,탑속편한의원, 033-635-5266, 강원도 속초시 미시령로3359번길 20 교동2층201호 ,128.5746259,38.2070773,"{'name': '탑속편한의원', 'number': ' 033-635-5266', 'address': ' 강원도 속초시 미시령로3359번길 20 교동2층201호 ', 'lat': 128.5746259, 'lng': 38.2070773}"
90,튼튼소아청소년과의원, 033-554-3335, 강원도 태백시 서황지로 4 황지동 한마음산부인과3층,128.9901659,37.1719974,"{'name': '튼튼소아청소년과의원', 'number': ' 033-554-3335', 'address': ' 강원도 태백시 서황지로 4 황지동 한마음산부인과3층', 'lat': 128.9901659, 'lng': 37.1719974}"
91,튼튼의원, 033-482-8275, 강원도 양구군 양구읍 사명길 50-10  튼튼의원  ,127.9887121,38.1043564,"{'name': '튼튼의원', 'number': ' 033-482-8275', 'address': ' 강원도 양구군 양구읍 사명길 50-10  튼튼의원  ', 'lat': 127.9887121, 'lng': 38.1043564}"
92,편안한이내과의원, 033-458-8275, 강원도 철원군 서면 와수로 164-1 164 ,127.4382874,38.2382267,"{'name': '편안한이내과의원', 'number': ' 033-458-8275', 'address': ' 강원도 철원군 서면 와수로 164-1 164 ', 'lat': 127.4382874, 'lng': 38.2382267}"
93,푸른솔의원, 033-747-8259, 강원도 원주시 천사로 50 단계동2층 ,127.9309948,37.3475692,"{'name': '푸른솔의원', 'number': ' 033-747-8259', 'address': ' 강원도 원주시 천사로 50 단계동2층 ', 'lat': 127.9309948, 'lng': 37.3475692}"
94,한림대학교부속 춘천성심병원, 033-240-5000, 강원도 춘천시 삭주로 77 교동 ,127.7399592,37.8840791,"{'name': '한림대학교부속 춘천성심병원', 'number': ' 033-240-5000', 'address': ' 강원도 춘천시 삭주로 77 교동 ', 'lat': 127.7399592, 'lng': 37.8840791}"
95,한림의원, 033-462-4261, 강원도 인제군 북면 원통로 218  -  ,0.0,0.0,"{'name': '한림의원', 'number': ' 033-462-4261', 'address': ' 강원도 인제군 북면 원통로 218  -  ', 'lat': 0.0, 'lng': 0.0}"
