_id,link,img,category,title,price,rating,optionTitle,optionPrice,replyCount,replyResult
ObjectId("5b7e46ee3495714c138b5e59"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B453314164,http://image.auction.co.kr/itemimage/12/68/92/126892d0b6.jpg,딸랑이,엠베이비 리드미컬 딸랑이 스마일애벌레 해피미니운전,7690,5,,,4,"[]"
ObjectId("5b7e46ee3495714c138b5e5a"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B297245836,http://image.auction.co.kr/itemimage/12/9d/8d/129d8dde96.jpg,딸랑이,[라마즈] 라마즈 뮤지컬자극애벌레 국민애벌레/멜로디장난감,23660,5,,,1,"[]"
ObjectId("5b7e46ee3495714c138b5e5b"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B527676502,http://image.auction.co.kr/itemimage/15/27/34/1527349f56.jpg,딸랑이,치발기 오뚝이 딸랑이 발육기 아기용품 신생아용품,6900,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e5c"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B432672450,http://image.auction.co.kr/itemimage/14/c2/8b/14c28b3636.jpg,딸랑이,(아이팜) 아이팜 유아안전거울/카시트거울,15000,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e5d"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B502296994,http://image.auction.co.kr/itemimage/14/3e/5a/143e5ae6b6.jpg,딸랑이,더마더 젤라또 트위스트 치아 발육기 윈켈 치발기,12900,5,,,4,"[]"
ObjectId("5b7e46ee3495714c138b5e5e"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A595593914,http://image.auction.co.kr/itemimage/11/dd/ea/11ddeafb96.jpg,딸랑이,베이비앤아이 3종/5종/8종 딸랑이세트/치발기,7400,4.5,,,298,"["아가가 잘 갖고 놀아요!","여러가지라 좋습니다..저렴하구요.","삶진 못오니 물세척하긴 했는데 물이 들어가긴 하네요..","장난감이 없어서 구매했어여 잘가지고 놀앗으면 좋겠네여","이제 갖고 놀기 시작하는데 아주 만족해요","아기가 사용할 시기가 다가와서 미리샀어요크기도 적당하니 귀엽네요","아기에게 하나씩 잇어야 하는거 가지고 잘 놀고 잇어요...","좋아요 좋아요 좋아요 좋아요","좋아요 좋아요 좋아요 좋아요","딸랑이5종세트 잘받았습니다^^","아직관심은없지만 미리주문했어요","내용물도 괜찮고 좋네요가격면에서 떨어짐이 없고 품질도 좋네요","애가 아직 안가지고놀긴하는데종류가 많아서 좋아요","3종이면 되겠지 했는데 아기가 생각보다 너무 좋아해서 5종 사줄걸 하고 약간 후회됐어요.","아기 장난감 좋아요 아기가 좋아하네요","많이파시구 번창하세요","실리콘고 부드럽고 대만족이예요^^아기가 잘 물고 노네요~~","그 돌ㄹㅣ는 딸랑이는 씻다가 떨어져서 못쓰구ㅠ다른건 이리저리 물어뜯으면서 잘 가지고 놀아요","배송도빠르고 구성도 좋은거같아요 잘 사용할게요^^","초록색 실리콘재질로된 치발기 얼룩이 있었는데 귀찮아 반품안해요"]"
ObjectId("5b7e46ee3495714c138b5e5f"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B440069289,http://image.auction.co.kr/itemimage/16/42/02/164202e186.jpg,딸랑이,[롯데아이몰] BEBE 8종 딸랑이세트,13200,5,,,3,"[]"
ObjectId("5b7e46ee3495714c138b5e60"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B547282921,http://image.auction.co.kr/itemimage/16/1d/38/161d38dbd6.jpg,딸랑이,[토이트론] 케이스키즈 영유아 딸랑이/유모차장난감 모음,11500,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e61"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B519168714,http://image.auction.co.kr/itemimage/14/e8/aa/14e8aa9946.jpg,딸랑이,[쁘띠베베] 그린 부엉이 자동차 후방 안전거울,11900,4,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e62"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B389570034,http://image.auction.co.kr/itemimage/14/39/0f/14390f3376.jpg,딸랑이,피플투모로우 NEW 신문지 (소) - 아기신문 아기신문지,10900,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e63"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B277472025,http://image.auction.co.kr/itemimage/13/e7/3d/13e73d0b36.jpg,딸랑이,콤비 신생아 아기장난감/완구/치발기/오뚝이/딸랑이,8900,5,,,5,"[]"
ObjectId("5b7e46ee3495714c138b5e64"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B343515444,http://image.auction.co.kr/itemimage/16/76/f9/1676f98c66.jpg,딸랑이,[콤비] 콤비 바스락 타월 - 유아장난감 아기장난감 / 청각자극 촉각놀이 호기심 트레이닝,9610,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e65"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A646617784,http://image.auction.co.kr/itemimage/41/cd/ca/41cdcaee3.jpg,딸랑이,[치코] 치코 베이비보이 베이비걸 치발딸랑이 치발기 딸랑이,4700,4,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e66"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=B395952507,http://image.auction.co.kr/itemimage/10/e4/21/10e421dc16.jpg,딸랑이,베이비바나나 바나나치발기 겸 유아칫솔 국민치발기,7000,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e67"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A092395489,http://image.auction.co.kr/itemimage/30/59/2b/30592b0c3.jpg,딸랑이,헬로베이비 곰 파스텔 딸랑이 선물셋트,13900,4.5,,,7,"["가격도저렴하게나왔고좋아보임만족합니다","아직 신생아라 별관심없지만 색상도 괜찮고 세트라 구성좋고100일쯤 되면 잘가지고 놀겠죠ㅋ","사용자 성별 : 남 사용자 연령대 : 3개월 실제색상/재질/디자인/안전성/성능 등 : 좋음 그 외 도움이 될 만한 사용후기 : 아직어려서 잘 가지고 놀지 못하지만 구성이 다양하고 좋아요. 좀더 크면 잘 가지고 놀꺼 같아요.","사용자 성별 : 남 사용자 연령대 : 신생아 실제색상/재질/디자인/안전성/성능 등 : 까끔합니다 그 외 도움이 될 만한 사용후기 : 참 심플하고 깔끔하며 원단도 매우좋습니다","사용자 성별 : 남 사용자 연령대 : 30대 실제색상/재질/디자인/안전성/성능 등 : 굿 그 외 도움이 될 만한 사용후기 : 빠르고 좋습니다"]"
ObjectId("5b7e46ee3495714c138b5e68"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A504182495,http://image.auction.co.kr/itemimage/e0/c7/de/e0c7de726.jpg,딸랑이,[톨로] 톨로 회전오뚜기 뽀빠이 삐에로,19580,4.5,,,8,"["5개월 아기예요.요즘한창 뒤집고 움직이면서 사물에 관심이 많은데만지면 흔들흔들 움직이니 흥미를 가지고 잘 놀아요~오뚜기 움직임이 생각보다 느리긴하지만요~","사용자 성별 : 여아 사용자 연령대 : 5개월 실제색상/재질/디자인/안전성/성능 등 : 좋아요 그 외 도움이 될 만한 사용후기 : 생각보다 소리는 작은듯해요","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 소리가 맑거나 크진 않지만 디자인이 이뻐요~ 나름 비비드한 색도 맘에 들고 아기가 잘 가지고 놀아요^^","사용자 성별 : 애기 사용자 연령대 : 애기 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 선물주려고구매했어요 귀여워요","사용자 성별 : 남 사용자 연령대 : 0세 실제색상/재질/디자인/안전성/성능 등 : 톨로 오뚝이 좋습니다 아기가 좋아하네요 그 외 도움이 될 만한 사용후기 : 배송도 빠르고 가격도 좋고 무엇보다 장난감이 안전하고 튼튼하고 예뻐서 좋네요 많이 파십시요"]"
ObjectId("5b7e46ee3495714c138b5e69"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A510619684,http://image.auction.co.kr/itemimage/e4/7f/fe/e47ffe906.jpg,딸랑이,알로앙베이비/딸랑이/치발기/치아발육기/딸랑이세트,9900,4,,,10,"["좋아요상품도배송도모두만족합니다좋아요","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 치발기 용도로 샀는데 주로 딸랑이네요","전반적으로 평가 했을 때 괜찮다고 평가할 수 있겠습니다~ 옥션 웹페이지의 자세한 상품설명과도 별다른 차이점은 없었고, 색상이나 사이즈도 예상했던 정도입니다. 배송도 무난하게 이틀걸렸구요~ 구매하셔도 괜찮을 것 같습니다~!","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 놀러갔다가 치발기를 잃어버려서 새로 샀어요 많이 파세요~~","사용자 성별 : 남아 사용자 연령대 : 7갤 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 아기가 첨에 넘 세게 물어서 잇몸에 피가났어요 지금은 알아서 잘 가지고 노네요 방울 들어간 딸랑인 세척 후 방울이 찝찝해서 냐옹이 가지고놀라구 줬"]"
ObjectId("5b7e46ee3495714c138b5e6a"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A517577433,http://image.auction.co.kr/itemimage/12/c1/5a/12c15a1496.jpg,딸랑이,[은성] 초특가/ 통딸랑이 4p/5p/8p 모음전/플렉시볼 /치발기,7800,4.5,,,59,"["아주 예쁘고 좋아요","배송빠르고 상품도만족합니다","잘 받았습니다.배송도 빠르네요.","배송도 빠르시고, 저희 아이에게 잘 활용하겠습니다.감사합니다.^^","요즘 아기가 딸랑이 기지고 노는거에 빠져있써서 조금더구매했는데 저렴한가격에 종류도 많고 받자마자 씻어서 살균하고 주었는데 아주 잘가지고 노네요~근데 택배 상자가 한쪽부분이 다 찢어져서 왔써요~;;딸랑이가 큰통에 들어있써서 상관없썼지만 조금작은 물건이였쓰면 다 빠졌쓸정","저렴하게 좋은 물건 잘샀어요.많이파시구사업 번창하세요.^^","가격만족도/성능/사용편의성 등 : 상태/배송 : 그 외 도움이 될 만한 사용후기 : 만족","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 조카 선물주려고 주문했어요 예쁘네요 많이파세요","사용자 성별 : 남 사용자 연령대 : 80일 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 아직 어려서 보여주기만 하고있어요 가격대비 괜?찬네요~","사용자 성별 : 남아 사용자 연령대 : 1살 실제색상/재질/디자인/안전성/성능 등 : 좋아요 그 외 도움이 될 만한 사용후기 : 저렴하게 잘샀어요 만족합니다","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 4개월 되는 아기한테 딸랑이 손잡이가 굵네요..ㅋㅋ 은은한 파스텔톤색이라 더 이쁘네요..가격만 좀 더 저렴했으면 좋겠네요..","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 잘 쓰겟습니다","사용자 성별 : 남아 사용자 연령대 : 4개월 실제색상/재질/디자인/안전성/성능 등 : 만족 그 외 도움이 될 만한 사용후기 : 배송 빠르구요 색상도 파스텔톤이라 이쁘네요 딸랑소리에 우리아기가 좋아하네요","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 이뻐요~~~","사용자 성별 : 8갤 사용자 연령대 : 남 실제색상/재질/디자인/안전성/성능 등 : 좋아요 그 외 도움이 될 만한 사용후기 : 너무좋아하비다","사용자 성별 : 남아 사용자 연령대 : 3갤 실제색상/재질/디자인/안전성/성능 등 : 굳굳 그 외 도움이 될 만한 사용후기 :","사용자 성별 : 여자 사용자 연령대 : 4개월 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 딸랑이8종셋트 구매했는데 울딸아이가 너무너무 좋아하네요 종류도많구 실용성도 좋네요~~^^","사용자 성별 : 여아 사용자 연령대 : 8개월차 미리준비 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 가격대비 조아여","사용자 성별 : 사용자 연령대 : 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 친구 백일이라 뭘 살까 고민하다가 싸면서도 싸지 않아 보일것 같아 주문했습니다 8종이라 여러 종류이기도 하고 애기가 잘 갖고 놀았음 좋겠네요 다만 선물","사용자 성별 : 남아 사용자 연령대 : 두달 실제색상/재질/디자인/안전성/성능 등 : 그 외 도움이 될 만한 사용후기 : 아직은 좀 이른듯.그래도 제품엔 만족합니다."]"
ObjectId("5b7e46ee3495714c138b5e6b"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A523114043,http://image.auction.co.kr/itemimage/15/9f/f3/159ff37dd6.jpg,딸랑이,아이존 오리오뚝이/오리 오뚜기,19400,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e6c"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A525883177,http://image.auction.co.kr/itemimage/98/1b/34/981b34216.jpg,딸랑이,[아벤트] tjbaby 아벤트 / 단계별치발기 / 치발기,9000,5,,,7,"["사용자 성별 : 남 사용자 연령대 : 5개월 아기 실제색상/재질/디자인/안전성/성능 등 : 실리콘 그 외 도움이 될 만한 사용후기 : 저희 아기가 100일 넘어 이가 나는 바람에 많은 치발기를 샀는데 모두 단계가 높아 사용하기가 어려웠습니다. 6개월 이전의 아기가 사용","일단 배송이 무척이나 빨라서 좋네요~ 요즘 울 아가가 자꾸 손에 잡히는거 있음 입으로 가져가서 함 시켜 봤는데 모양도 이쁘구요~ 감촉도 아이들이 좋아할꺼 같아요~ 울 아가는 잘 가지구 논답니다.","보행기를 얻었는데 장난감이 떨어지고 없어서 얼룩말을 달아볼까 하고 샀는데 보행기에는 압축판이 붙지를 않네요 그래도 들고 얼룩말을 돌려주니 관심을 보이네요 차임볼은 생각보다 소리가 맑지는 않은것 같아요 차임볼이라 소리가 엄청 예쁠줄 알았는데 플라스틱 부딪치는 소리가 더","좀있음 만5개월이 되는데 입에 넣기는 너무 딱딱한 것 같아요. 개월에 맞지 않은걸 골라준 엄마탓인것 같기도하고 좀더 자라면 씹어주시려나...치발기들 가격이 너무 착하진 않아서 또 사주기도 그렇고 ㅎㅎ","정말 구매하길 잘한것 같아요 이것 저것 사줘도 금방 질려해서 좀 그랬는데 이번엔 정말 잘 가지고 노네요 들고 흔들기도 하고 굴리기도 하고...^^ 소리도 예뻐서 너무 좋네요 밖에 나갈때 꼭 들고 나간답니다."]"
ObjectId("5b7e46ee3495714c138b5e6d"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A526456741,http://image.auction.co.kr/itemimage/08/e6/4e/08e64e133.jpg,딸랑이,베이비쥬 친환경딸랑이 나팔,3500,4,,,1,"[]"
ObjectId("5b7e46ee3495714c138b5e6e"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A526456869,http://image.auction.co.kr/itemimage/10/3e/ee/103eee7c06.jpg,딸랑이,베이비쥬 친환경딸랑이 장구,3900,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e6f"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A527668696,http://image.auction.co.kr/itemimage/09/8e/87/098e875e3.jpg,딸랑이,[잼잼토이즈] 잼잼토이스 오뚝이 6종 병아리오뚜기/베이비오뚜기/베이비멜로디/둘리전자오뚜기/택1,8500,4.5,,,1,"[]"
ObjectId("5b7e46ee3495714c138b5e70"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A528945719,http://image.auction.co.kr/itemimage/ea/76/fa/ea76facd6.jpg,딸랑이,꿈나라 윙고 애벌레 헝겊인형/ 촉감 자극완구. 딸랑이,32000,4,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e71"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A530450868,http://image.auction.co.kr/itemimage/0a/d5/d2/0ad5d2da3.jpg,딸랑이,[피플] 피플 투모로우 아기띠 안아주기 전용 손가락 놀이 커버,12000,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e72"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A530556901,http://image.auction.co.kr/itemimage/ed/99/b1/ed99b1a26.jpg,딸랑이,[아이조아] 딸랑이5종8종세트 원색 파스텔 치발기 출산 유아 아기,12000,5,,,2,"[]"
ObjectId("5b7e46ee3495714c138b5e73"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A530641047,http://image.auction.co.kr/itemimage/ae/51/d3/ae51d3016.jpg,딸랑이,베이비베어/통형 딸랑이 5P 세트/KC인증,6900,5,,,0,"[]"
ObjectId("5b7e46ee3495714c138b5e74"),http://itempage3.auction.co.kr/DetailView.aspx?itemno=A530641059,http://image.auction.co.kr/itemimage/ae/51/da/ae51dade6.jpg,딸랑이,베이비베어/통형 딸랑이 8P 세트/KC인증,9900,5,,,0,"[]"
