,name,number,address,lat,lng,total
10,365드림의원, 031-761-1365, 경기도 광주시 광주대로 35 경안동4 7층,127.26021,37.4097399,"{'name': '365드림의원', 'number': ' 031-761-1365', 'address': ' 경기도 광주시 광주대로 35 경안동4 7층', 'lat': 127.26021, 'lng': 37.4097399, '_id': ObjectId('5b820fd3d238d62a448e0e5a')}"
11,가족사랑의원, 02-2611-3100, 경기도 광명시 도덕로 52 광명동 청송빌딩3층,126.8535022,37.468823,"{'name': '가족사랑의원', 'number': ' 02-2611-3100', 'address': ' 경기도 광명시 도덕로 52 광명동 청송빌딩3층', 'lat': 126.8535022, 'lng': 37.468823, '_id': ObjectId('5b820fd3d238d62a448e0e5b')}"
12,가톨릭대학교성빈센트병원, 031-249-7114, 경기도 수원시 팔달구 중부대로 93 지동 ,127.0274271,37.2779855,"{'name': '가톨릭대학교성빈센트병원', 'number': ' 031-249-7114', 'address': ' 경기도 수원시 팔달구 중부대로 93 지동 ', 'lat': 127.0274271, 'lng': 37.2779855, '_id': ObjectId('5b820fd3d238d62a448e0e5c')}"
13,가톨릭대학교의정부성모병원, 031-1661-7500, 경기도 의정부시 천보로 271 금오동 ,127.0777625,37.7587045,"{'name': '가톨릭대학교의정부성모병원', 'number': ' 031-1661-7500', 'address': ' 경기도 의정부시 천보로 271 금오동 ', 'lat': 127.0777625, 'lng': 37.7587045, '_id': ObjectId('5b820fd3d238d62a448e0e5d')}"
14,강소아청소년과의원, 02-896-5275, 경기도 광명시 범안로 1047 하안동 우덕빌딩3층303304호,126.8790367,37.4625249,"{'name': '강소아청소년과의원', 'number': ' 02-896-5275', 'address': ' 경기도 광명시 범안로 1047 하안동 우덕빌딩3층303304호', 'lat': 126.8790367, 'lng': 37.4625249, '_id': ObjectId('5b820fd3d238d62a448e0e5e')}"
15,강의원, 031-919-2568, 경기도 고양시 일산동구 중앙로1275번길 38-10 장항동 우림로데오스위트209호,126.7709745,37.659669,"{'name': '강의원', 'number': ' 031-919-2568', 'address': ' 경기도 고양시 일산동구 중앙로1275번길 38-10 장항동 우림로데오스위트209호', 'lat': 126.7709745, 'lng': 37.659669, '_id': ObjectId('5b820fd3d238d62a448e0e5f')}"
16,강천식소아과의원, 031-444-5565, 경기도 안양시 동안구 임곡로 62 비산동 임곡주공프라자303호,126.9337519,37.4048409,"{'name': '강천식소아과의원', 'number': ' 031-444-5565', 'address': ' 경기도 안양시 동안구 임곡로 62 비산동 임곡주공프라자303호', 'lat': 126.9337519, 'lng': 37.4048409, '_id': ObjectId('5b820fd3d238d62a448e0e60')}"
17,고려대학교의과대학부속안산병원, 031-412-5760, 경기도 안산시 단원구 적금로 123 고잔동 ,126.8249033,37.3185144,"{'name': '고려대학교의과대학부속안산병원', 'number': ' 031-412-5760', 'address': ' 경기도 안산시 단원구 적금로 123 고잔동 ', 'lat': 126.8249033, 'lng': 37.3185144, '_id': ObjectId('5b820fd3d238d62a448e0e61')}"
18,고형기소아청소년과의원, 031-706-1350, 경기도 성남시 분당구 장미로 139 야탑동 매화마을공무원아파트상가201호,127.1357911,37.414552,"{'name': '고형기소아청소년과의원', 'number': ' 031-706-1350', 'address': ' 경기도 성남시 분당구 장미로 139 야탑동 매화마을공무원아파트상가201호', 'lat': 127.1357911, 'lng': 37.414552, '_id': ObjectId('5b820fd3d238d62a448e0e62')}"
19,관악연세의원, 031-474-8275, 경기도 안양시 만안구 안양로 496 석수동 석수2동주민센터1층,126.9093552,37.413883,"{'name': '관악연세의원', 'number': ' 031-474-8275', 'address': ' 경기도 안양시 만안구 안양로 496 석수동 석수2동주민센터1층', 'lat': 126.9093552, 'lng': 37.413883, '_id': ObjectId('5b820fd3d238d62a448e0e63')}"
20,광명성애병원, 02-2680-7114, 경기도 광명시 디지털로 36 철산동철산동 광명성애병원,126.8713323,37.4736622,"{'name': '광명성애병원', 'number': ' 02-2680-7114', 'address': ' 경기도 광명시 디지털로 36 철산동철산동 광명성애병원', 'lat': 126.8713323, 'lng': 37.4736622, '_id': ObjectId('5b820fd3d238d62a448e0e64')}"
21,권소아청소년과의원, 031-677-0134, 경기도 안성시 중앙로 368 석정동모아빌딩1층103호 ,127.2676149,37.0077316,"{'name': '권소아청소년과의원', 'number': ' 031-677-0134', 'address': ' 경기도 안성시 중앙로 368 석정동모아빌딩1층103호 ', 'lat': 127.2676149, 'lng': 37.0077316, '_id': ObjectId('5b820fd3d238d62a448e0e65')}"
22,김가정의학과의원, 032-323-5525, 경기도 부천시 장말로 102 상동 반달마을아파트207호,126.752433,37.4934828,"{'name': '김가정의학과의원', 'number': ' 032-323-5525', 'address': ' 경기도 부천시 장말로 102 상동 반달마을아파트207호', 'lat': 126.752433, 'lng': 37.4934828, '_id': ObjectId('5b820fd3d238d62a448e0e66')}"
23,김민희소아청소년과의원, 031-215-5052, 경기도 수원시 영통구 효원로 363 매탄동 두산위브하늘채B상가310호,127.041401,37.2622858,"{'name': '김민희소아청소년과의원', 'number': ' 031-215-5052', 'address': ' 경기도 수원시 영통구 효원로 363 매탄동 두산위브하늘채B상가310호', 'lat': 127.041401, 'lng': 37.2622858, '_id': ObjectId('5b820fd3d238d62a448e0e67')}"
24,김성진내과의원, 031-347-4800, 경기도 군포시 고산로 693 산본동 하나로빌딩3층301호,126.9350299,37.3719892,"{'name': '김성진내과의원', 'number': ' 031-347-4800', 'address': ' 경기도 군포시 고산로 693 산본동 하나로빌딩3층301호', 'lat': 126.9350299, 'lng': 37.3719892, '_id': ObjectId('5b820fd3d238d62a448e0e68')}"
25,김소아청소년과의원, 031-701-8600, 경기도 성남시 분당구 동판교로 92 백현동 백현마을가상가동2층202호,127.1179125,37.3897806,"{'name': '김소아청소년과의원', 'number': ' 031-701-8600', 'address': ' 경기도 성남시 분당구 동판교로 92 백현동 백현마을가상가동2층202호', 'lat': 127.1179125, 'lng': 37.3897806, '_id': ObjectId('5b820fd3d238d62a448e0e69')}"
26,김영희의원, 032-343-0636, 경기도 부천시 범안로 6 괴안동 ,126.8053327,37.4808212,"{'name': '김영희의원', 'number': ' 032-343-0636', 'address': ' 경기도 부천시 범안로 6 괴안동 ', 'lat': 126.8053327, 'lng': 37.4808212, '_id': ObjectId('5b820fd3d238d62a448e0e6a')}"
27,김호수소아과의원, 031-711-5493, 경기도 성남시 분당구 돌마로356번길 3 수내동 그랜드빌딩309호,127.1233338,37.3697287,"{'name': '김호수소아과의원', 'number': ' 031-711-5493', 'address': ' 경기도 성남시 분당구 돌마로356번길 3 수내동 그랜드빌딩309호', 'lat': 127.1233338, 'lng': 37.3697287, '_id': ObjectId('5b820fd3d238d62a448e0e6b')}"
28,네이브키즈연세소아청소년과의원, 031-622-1777, 경기도 성남시 분당구 야탑로81번길 10 야탑동 분당아미고타워3층3091호,127.1282079,37.4106072,"{'name': '네이브키즈연세소아청소년과의원', 'number': ' 031-622-1777', 'address': ' 경기도 성남시 분당구 야탑로81번길 10 야탑동 분당아미고타워3층3091호', 'lat': 127.1282079, 'lng': 37.4106072, '_id': ObjectId('5b820fd3d238d62a448e0e6c')}"
29,노블진내과의원, 031-719-2579, 경기도 성남시 분당구 돌마로 87 금곡동 골드프라자305호,127.1117304,37.3503919,"{'name': '노블진내과의원', 'number': ' 031-719-2579', 'address': ' 경기도 성남시 분당구 돌마로 87 금곡동 골드프라자305호', 'lat': 127.1117304, 'lng': 37.3503919, '_id': ObjectId('5b820fd3d238d62a448e0e6d')}"
30,누가가정의학과의원, 031-918-8121, 경기도 고양시 일산서구 탄중로 518 일산동 ,126.7693042,37.6903163,"{'name': '누가가정의학과의원', 'number': ' 031-918-8121', 'address': ' 경기도 고양시 일산서구 탄중로 518 일산동 ', 'lat': 126.7693042, 'lng': 37.6903163, '_id': ObjectId('5b820fd3d238d62a448e0e6e')}"
31,누가소아청소년과의원, 031-498-3375, 경기도 시흥시 함송로 21 정왕동 굿모닝프라자304호,126.7307048,37.3637903,"{'name': '누가소아청소년과의원', 'number': ' 031-498-3375', 'address': ' 경기도 시흥시 함송로 21 정왕동 굿모닝프라자304호', 'lat': 126.7307048, 'lng': 37.3637903, '_id': ObjectId('5b820fd3d238d62a448e0e6f')}"
32,늘푸른소아과의원, 031-454-3729, 경기도 군포시 군포로 494 당동 당동빌딩204호,126.9448358,37.350452,"{'name': '늘푸른소아과의원', 'number': ' 031-454-3729', 'address': ' 경기도 군포시 군포로 494 당동 당동빌딩204호', 'lat': 126.9448358, 'lng': 37.350452, '_id': ObjectId('5b820fd3d238d62a448e0e70')}"
33,다나소아청소년과의원, 031-855-1001, 경기도 의정부시 외미로 95 호원동 하나프라자305,127.045909,37.7244783,"{'name': '다나소아청소년과의원', 'number': ' 031-855-1001', 'address': ' 경기도 의정부시 외미로 95 호원동 하나프라자305', 'lat': 127.045909, 'lng': 37.7244783, '_id': ObjectId('5b820fd3d238d62a448e0e71')}"
34,다산의료소비자생활협동조합정석소아청소년과병원, 031-573-6678, 경기도 남양주시 진접읍 해밀예당1로 221 지안빌딩6 7,127.2027125,37.720632,"{'name': '다산의료소비자생활협동조합정석소아청소년과병원', 'number': ' 031-573-6678', 'address': ' 경기도 남양주시 진접읍 해밀예당1로 221 지안빌딩6 7', 'lat': 127.2027125, 'lng': 37.720632, '_id': ObjectId('5b820fd3d238d62a448e0e72')}"
35,대아의료재단한도병원, 031-8040-1114, 경기도 안산시 단원구 선부광장로 103 선부동 ,126.8076244,37.3340615,"{'name': '대아의료재단한도병원', 'number': ' 031-8040-1114', 'address': ' 경기도 안산시 단원구 선부광장로 103 선부동 ', 'lat': 126.8076244, 'lng': 37.3340615, '_id': ObjectId('5b820fd3d238d62a448e0e73')}"
36,대진의료재단 분당제생병원, 031-779-0114, 경기도 성남시 분당구 서현로180번길 20 서현동 ,127.121778,37.3882086,"{'name': '대진의료재단 분당제생병원', 'number': ' 031-779-0114', 'address': ' 경기도 성남시 분당구 서현로180번길 20 서현동 ', 'lat': 127.121778, 'lng': 37.3882086, '_id': ObjectId('5b820fd3d238d62a448e0e74')}"
37,더편안병원, 031-957-2800, 경기도 파주시 청암로17번길 31 목동동38층 ,126.7359063,37.7284902,"{'name': '더편안병원', 'number': ' 031-957-2800', 'address': ' 경기도 파주시 청암로17번길 31 목동동38층 ', 'lat': 126.7359063, 'lng': 37.7284902, '_id': ObjectId('5b820fd3d238d62a448e0e75')}"
38,드림키즈소아청소년과의원, 031-571-1365, 경기도 구리시 갈매중앙로 83 갈매동 아름터프라자403404호,127.1172502,37.6320617,"{'name': '드림키즈소아청소년과의원', 'number': ' 031-571-1365', 'address': ' 경기도 구리시 갈매중앙로 83 갈매동 아름터프라자403404호', 'lat': 127.1172502, 'lng': 37.6320617, '_id': ObjectId('5b820fd3d238d62a448e0e76')}"
39,메디사랑의원, 031-704-9114, 경기도 성남시 분당구 장미로 198 야탑동 아델파크빌1층104호10413호,127.1429972,37.4124416,"{'name': '메디사랑의원', 'number': ' 031-704-9114', 'address': ' 경기도 성남시 분당구 장미로 198 야탑동 아델파크빌1층104호10413호', 'lat': 127.1429972, 'lng': 37.4124416, '_id': ObjectId('5b820fd3d238d62a448e0e77')}"
40,명문소아청소년과의원, 031-439-3363, 경기도 안산시 단원구 고잔로 76 고잔동 영풍프라자3층,126.8348616,37.3188588,"{'name': '명문소아청소년과의원', 'number': ' 031-439-3363', 'address': ' 경기도 안산시 단원구 고잔로 76 고잔동 영풍프라자3층', 'lat': 126.8348616, 'lng': 37.3188588, '_id': ObjectId('5b820fd3d238d62a448e0e78')}"
41,문소아과의원, 031-315-0029, 경기도 시흥시 은행로 130 은행동 은행프라자2층,126.8000142,37.44271,"{'name': '문소아과의원', 'number': ' 031-315-0029', 'address': ' 경기도 시흥시 은행로 130 은행동 은행프라자2층', 'lat': 126.8000142, 'lng': 37.44271, '_id': ObjectId('5b820fd3d238d62a448e0e79')}"
42,문소아청소년과의원, 031-376-4169, 경기도 오산시 경기대로 153 원동 신한프라자B동402호,127.0731177,37.1383105,"{'name': '문소아청소년과의원', 'number': ' 031-376-4169', 'address': ' 경기도 오산시 경기대로 153 원동 신한프라자B동402호', 'lat': 127.0731177, 'lng': 37.1383105, '_id': ObjectId('5b820fd3d238d62a448e0e7a')}"
43,미소아청소년과의원, 031-945-2400, 경기도 파주시 가람로116번길 57 와동동 중앙타워301호일부호,126.7645706,37.7349513,"{'name': '미소아청소년과의원', 'number': ' 031-945-2400', 'address': ' 경기도 파주시 가람로116번길 57 와동동 중앙타워301호일부호', 'lat': 126.7645706, 'lng': 37.7349513, '_id': ObjectId('5b820fd3d238d62a448e0e7b')}"
44,미즈파크산부인과의원, 031-8003-7575, 경기도 화성시 동탄지성로 139 능동 양진빌딩28층,127.0601931,37.2093436,"{'name': '미즈파크산부인과의원', 'number': ' 031-8003-7575', 'address': ' 경기도 화성시 동탄지성로 139 능동 양진빌딩28층', 'lat': 127.0601931, 'lng': 37.2093436, '_id': ObjectId('5b820fd3d238d62a448e0e7c')}"
45,민소아청소년과의원, 031-856-1175, 경기도 양주시 삼숭로38번길 80 삼숭동 양주프라자12105호,127.105875,37.7962667,"{'name': '민소아청소년과의원', 'number': ' 031-856-1175', 'address': ' 경기도 양주시 삼숭로38번길 80 삼숭동 양주프라자12105호', 'lat': 127.105875, 'lng': 37.7962667, '_id': ObjectId('5b820fd3d238d62a448e0e7d')}"
46,박상현소아청소년과의원, 02-2688-2163, 경기도 광명시 광명로 877 광명동 한진아파트한진B상가동2304호,126.8521846,37.4779305,"{'name': '박상현소아청소년과의원', 'number': ' 02-2688-2163', 'address': ' 경기도 광명시 광명로 877 광명동 한진아파트한진B상가동2304호', 'lat': 126.8521846, 'lng': 37.4779305, '_id': ObjectId('5b820fd3d238d62a448e0e7e')}"
47,박수언소아청소년과의원, 031-897-1011, 경기도 용인시 수지구 현암로 121 죽전동 에머랄드존202,127.1228424,37.3319759,"{'name': '박수언소아청소년과의원', 'number': ' 031-897-1011', 'address': ' 경기도 용인시 수지구 현암로 121 죽전동 에머랄드존202', 'lat': 127.1228424, 'lng': 37.3319759, '_id': ObjectId('5b820fd3d238d62a448e0e7f')}"
48,본연합의원, 031-916-7576, 경기도 고양시 일산서구 하이파크3로78번길 1 덕이동 리더스프라자4층2호,126.7531401,37.6986473,"{'name': '본연합의원', 'number': ' 031-916-7576', 'address': ' 경기도 고양시 일산서구 하이파크3로78번길 1 덕이동 리더스프라자4층2호', 'lat': 126.7531401, 'lng': 37.6986473, '_id': ObjectId('5b820fd3d238d62a448e0e80')}"
49,봄소아과의원, 031-665-9735, 경기도 평택시 지산로 64 지산동1층 ,127.0620654,37.0797155,"{'name': '봄소아과의원', 'number': ' 031-665-9735', 'address': ' 경기도 평택시 지산로 64 지산동1층 ', 'lat': 127.0620654, 'lng': 37.0797155, '_id': ObjectId('5b820fd3d238d62a448e0e81')}"
50,봄여성병원, 031-810-2222, 경기도 고양시 덕양구 중앙로 620 화정동 ,126.8299416,37.6271988,"{'name': '봄여성병원', 'number': ' 031-810-2222', 'address': ' 경기도 고양시 덕양구 중앙로 620 화정동 ', 'lat': 126.8299416, 'lng': 37.6271988, '_id': ObjectId('5b820fd3d238d62a448e0e82')}"
51,봉봉가정의학과의원, 031-432-2520, 경기도 시흥시 죽율로 38 죽율동상가동2층206호 ,126.7612839,37.3480821,"{'name': '봉봉가정의학과의원', 'number': ' 031-432-2520', 'address': ' 경기도 시흥시 죽율로 38 죽율동상가동2층206호 ', 'lat': 126.7612839, 'lng': 37.3480821, '_id': ObjectId('5b820fd3d238d62a448e0e83')}"
52,분당서울대학교병원, 031-1588-3369, 경기도 성남시 분당구 구미로173번길 82 구미동 분당서울대학교병원,127.1232509,37.3519807,"{'name': '분당서울대학교병원', 'number': ' 031-1588-3369', 'address': ' 경기도 성남시 분당구 구미로173번길 82 구미동 분당서울대학교병원', 'lat': 127.1232509, 'lng': 37.3519807, '_id': ObjectId('5b820fd3d238d62a448e0e84')}"
53,분당소아청소년과의원, 031-703-3375, 경기도 성남시 분당구 중앙공원로39번길 49 서현동 지엔느오피스텔2032031호,127.1247711,37.3837998,"{'name': '분당소아청소년과의원', 'number': ' 031-703-3375', 'address': ' 경기도 성남시 분당구 중앙공원로39번길 49 서현동 지엔느오피스텔2032031호', 'lat': 127.1247711, 'lng': 37.3837998, '_id': ObjectId('5b820fd3d238d62a448e0e85')}"
54,산본제일병원, 031-396-3301, 경기도 군포시 산본로 374 산본동 ,126.9311085,37.363648,"{'name': '산본제일병원', 'number': ' 031-396-3301', 'address': ' 경기도 군포시 산본로 374 산본동 ', 'lat': 126.9311085, 'lng': 37.363648, '_id': ObjectId('5b820fd3d238d62a448e0e86')}"
55,삼성드림의원, 031-403-8575, 경기도 안산시 단원구 화정천동로4길 24 와동 진목공,126.8211296,37.3445457,"{'name': '삼성드림의원', 'number': ' 031-403-8575', 'address': ' 경기도 안산시 단원구 화정천동로4길 24 와동 진목공', 'lat': 126.8211296, 'lng': 37.3445457, '_id': ObjectId('5b820fd3d238d62a448e0e87')}"
56,삼성본병원, 031-1522-7525, 경기도 오산시 북삼미로 175 외삼미동A동 ,127.0614731,37.1909363,"{'name': '삼성본병원', 'number': ' 031-1522-7525', 'address': ' 경기도 오산시 북삼미로 175 외삼미동A동 ', 'lat': 127.0614731, 'lng': 37.1909363, '_id': ObjectId('5b820fd3d238d62a448e0e88')}"
57,새연세소아청소년과의원, 031-262-6613, 경기도 용인시 수지구 풍덕천로 89 풍덕천동 신정마을가상가동201202호,127.0920138,37.3213126,"{'name': '새연세소아청소년과의원', 'number': ' 031-262-6613', 'address': ' 경기도 용인시 수지구 풍덕천로 89 풍덕천동 신정마을가상가동201202호', 'lat': 127.0920138, 'lng': 37.3213126, '_id': ObjectId('5b820fd3d238d62a448e0e89')}"
58,서울365소아청소년과의원, 031-948-6405, 경기도 파주시 미래로 610 와동동 운정메디컬프라자302호,126.751447,37.7316526,"{'name': '서울365소아청소년과의원', 'number': ' 031-948-6405', 'address': ' 경기도 파주시 미래로 610 와동동 운정메디컬프라자302호', 'lat': 126.751447, 'lng': 37.7316526, '_id': ObjectId('5b820fd3d238d62a448e0e8a')}"
59,서울소아청소년과의원, 031-713-7340, 경기도 성남시 분당구 내정로165번길 10-6 수내동 수내프라자2층,127.1191032,37.3742299,"{'name': '서울소아청소년과의원', 'number': ' 031-713-7340', 'address': ' 경기도 성남시 분당구 내정로165번길 10-6 수내동 수내프라자2층', 'lat': 127.1191032, 'lng': 37.3742299, '_id': ObjectId('5b820fd3d238d62a448e0e8b')}"
60,서울앤서울소아과의원, 031-859-1929, 경기도 동두천시 지행로 50 지행동 성지타워407호,127.0526257,37.8921152,"{'name': '서울앤서울소아과의원', 'number': ' 031-859-1929', 'address': ' 경기도 동두천시 지행로 50 지행동 성지타워407호', 'lat': 127.0526257, 'lng': 37.8921152, '_id': ObjectId('5b820fd3d238d62a448e0e8c')}"
61,서울어린이병원, 031-375-4197, 경기도 오산시 경기대로 209 원동 ,127.0731005,37.1434245,"{'name': '서울어린이병원', 'number': ' 031-375-4197', 'address': ' 경기도 오산시 경기대로 209 원동 ', 'lat': 127.0731005, 'lng': 37.1434245, '_id': ObjectId('5b820fd3d238d62a448e0e8d')}"
62,서울여성병원, 032-230-3000, 경기도 부천시 길주로 84 상동17층 8층일부,126.7516041,37.5053201,"{'name': '서울여성병원', 'number': ' 032-230-3000', 'address': ' 경기도 부천시 길주로 84 상동17층 8층일부', 'lat': 126.7516041, 'lng': 37.5053201, '_id': ObjectId('5b820fd3d238d62a448e0e8e')}"
63,서울으뜸소아청소년과의원, 031-657-6296, 경기도 평택시 비전3로 25 비전동 골든프라자301호,127.1047915,37.0024282,"{'name': '서울으뜸소아청소년과의원', 'number': ' 031-657-6296', 'address': ' 경기도 평택시 비전3로 25 비전동 골든프라자301호', 'lat': 127.1047915, 'lng': 37.0024282, '_id': ObjectId('5b820fd3d238d62a448e0e8f')}"
64,서지영소아청소년과의원, 031-711-3623, 경기도 성남시 분당구 미금일로 55 구미동 하얀마을6단지상가동201호,127.1136715,37.3458188,"{'name': '서지영소아청소년과의원', 'number': ' 031-711-3623', 'address': ' 경기도 성남시 분당구 미금일로 55 구미동 하얀마을6단지상가동201호', 'lat': 127.1136715, 'lng': 37.3458188, '_id': ObjectId('5b820fd3d238d62a448e0e90')}"
65,서지영소아청소년과의원, 031-853-9555, 경기도 의정부시 오목로 215 민락동3층송림프라자 ,127.0990557,37.7455046,"{'name': '서지영소아청소년과의원', 'number': ' 031-853-9555', 'address': ' 경기도 의정부시 오목로 215 민락동3층송림프라자 ', 'lat': 127.0990557, 'lng': 37.7455046, '_id': ObjectId('5b820fd3d238d62a448e0e91')}"
66,세교드림소아청소년과의원, 031-378-7809, 경기도 오산시 내삼미로79번길 52 수청동302호 ,127.065444,37.1695558,"{'name': '세교드림소아청소년과의원', 'number': ' 031-378-7809', 'address': ' 경기도 오산시 내삼미로79번길 52 수청동302호 ', 'lat': 127.065444, 'lng': 37.1695558, '_id': ObjectId('5b820fd3d238d62a448e0e92')}"
67,센텀병원, 031-820-9210, 경기도 의정부시 호국로1519번길 2-29 금오동지하2층지상6층 ,127.07105,37.753899,"{'name': '센텀병원', 'number': ' 031-820-9210', 'address': ' 경기도 의정부시 호국로1519번길 2-29 금오동지하2층지상6층 ', 'lat': 127.07105, 'lng': 37.753899, '_id': ObjectId('5b820fd3d238d62a448e0e93')}"
68,소망소아청소년과의원, 031-957-9459, 경기도 파주시 숲속노을로 271 문발동 고산프라자401호,126.7110518,37.724662,"{'name': '소망소아청소년과의원', 'number': ' 031-957-9459', 'address': ' 경기도 파주시 숲속노을로 271 문발동 고산프라자401호', 'lat': 126.7110518, 'lng': 37.724662, '_id': ObjectId('5b820fd3d238d62a448e0e94')}"
69,송지연소아청소년과의원, 031-494-8681, 경기도 시흥시 군자로 514 거모동 거모프라자302호,126.7847996,37.3442526,"{'name': '송지연소아청소년과의원', 'number': ' 031-494-8681', 'address': ' 경기도 시흥시 군자로 514 거모동 거모프라자302호', 'lat': 126.7847996, 'lng': 37.3442526, '_id': ObjectId('5b820fd3d238d62a448e0e95')}"
70,쉬즈메디병원, 031-231-7300, 경기도 수원시 팔달구 경수대로 535 쉬즈메디병원 (인계동 수원쉬즈메디산부인과 ,127.0288095,37.2737664,"{'name': '쉬즈메디병원', 'number': ' 031-231-7300', 'address': ' 경기도 수원시 팔달구 경수대로 535 쉬즈메디병원 (인계동 수원쉬즈메디산부인과 ', 'lat': 127.0288095, 'lng': 37.2737664, '_id': ObjectId('5b820fd3d238d62a448e0e96')}"
71,스마트가정의학과의원, 031-423-7588, 경기도 안양시 동안구 부림로 188 관양동 청용빌딩302호,126.9616196,37.3996333,"{'name': '스마트가정의학과의원', 'number': ' 031-423-7588', 'address': ' 경기도 안양시 동안구 부림로 188 관양동 청용빌딩302호', 'lat': 126.9616196, 'lng': 37.3996333, '_id': ObjectId('5b820fd3d238d62a448e0e97')}"
72,시온여성병원, 031-201-0796, 경기도 수원시 영통구 반달로 107 영통동 ,127.076593,37.2526892,"{'name': '시온여성병원', 'number': ' 031-201-0796', 'address': ' 경기도 수원시 영통구 반달로 107 영통동 ', 'lat': 127.076593, 'lng': 37.2526892, '_id': ObjectId('5b820fd3d238d62a448e0e98')}"
73,시흥희망의료복지 사회적협동조합 희망의원, 031-315-2580, 경기도 시흥시 은행로167번길 6 대야동 청송빌딩401호,126.7979647,37.445681,"{'name': '시흥희망의료복지 사회적협동조합 희망의원', 'number': ' 031-315-2580', 'address': ' 경기도 시흥시 은행로167번길 6 대야동 청송빌딩401호', 'lat': 126.7979647, 'lng': 37.445681, '_id': ObjectId('5b820fd3d238d62a448e0e99')}"
74,아이드림소아청소년과의원, 031-957-1883, 경기도 파주시 한울로 123 동패동 이마트파주운정점3층,126.7450825,37.7103156,"{'name': '아이드림소아청소년과의원', 'number': ' 031-957-1883', 'address': ' 경기도 파주시 한울로 123 동패동 이마트파주운정점3층', 'lat': 126.7450825, 'lng': 37.7103156, '_id': ObjectId('5b820fd3d238d62a448e0e9a')}"
