,name,number,address,lat,lng
68,연규홍소아청소년과의원, 033-746-9005, 강원도 원주시 남원로534번길 26 (단구동 중앙빌딩)  3층 ,127.94904040000002,37.3301572
69,연세고운맘소아청소년과의원, 033-742-9515, 강원도 원주시 시청로 86 (무실동 부영골든빌)  203호 ,127.9278518,37.336122499999995
75,연세키즈소아청소년과의원, 033-764-6644, 강원도 원주시 서원대로 402 (단구동 대신프라자)  3층 ,127.9492947,37.3304617
82,우리마을소아청소년과,가정의학과의원, 033-733-2426 강원도 원주시 능라동길 3 (무실동)  ,0.0,0.0
83,우리산부인과의원, 033-900-5959, 강원도 원주시 영랑길 14-2 (행구동)  청연재빌딩 67층 ,127.9717075,37.341002100000004
92,율산부인과의원, 033-765-0655, 강원도 원주시 능라동길 61 (무실동 정한타워)  8층 ,127.93123349999999,37.3341487
97,이이비인후과의원, 033-535-1616, 강원도 동해시 청운1길 51 (쇄운동 백봉빌딩)  2층 ,129.1088409,37.4862869
108,주안내과의원, 033-263-1500, 강원도 춘천시 지석로 89 (석사동 더퍼스트빌딩)  302호 ,127.7452409,37.8510191
112,참조은의원, 033-263-5770, 강원도 춘천시 남춘천새길 42 (석사동 세경5차아파트)  101호 ,127.73719740000001,37.8628676
119,튼튼소아청소년과의원, 033-554-3335, 강원도 태백시 서황지로 4 (황지동 한마음산부인과)  3층 ,128.9901659,37.1719974
128,한마음연합의원, 033-243-7550, 강원도 춘천시 보안길 65 (후평동 503호,127.7503481,37.8801477
130,한빛의원, 033-263-6190, 강원도 춘천시 세실로 108 (석사동 롯데마트 석사점)  2층 ,127.7591472,37.8667786
135,햇살따뜻한의원, 033-242-2553, 강원도 춘천시 경춘로 2353 (온의동 이마트)  5층 ,127.71860729999999,37.863783700000006
138,현소아청소년과의원, 033-651-6235, 강원도 강릉시 성덕포남로 75 (입암동 대성빌딩)  2층 ,128.9174296,37.7609503
147,21세기연세의원, 031-711-7770, 경기도 성남시 분당구 성남대로 345 (정자동 정자역프라자)  7층 701~703호 ,127.10769669999999,37.3669446
148,21세기의원, 031-419-8181, 경기도 안산시 상록구 샘골로 142 (본오동 동보프라자)  ,126.8633574,37.2964088
150,365드림의원, 031-761-1365, 경기도 광주시 광주대로 35 (경안동)  47층 ,127.26021000000001,37.4097399
151,365벗이비인후과의원, 032-322-7585, 경기도 부천시 길주로 183 (중동 영라이프빌딩)  303,126.7629375,37.505300299999995
152,365삼성i소아청소년과의원, 031-945-7545, 경기도 파주시 교하로 87 (목동동 삼성프라자)  8층 ,126.73393349999999,37.7276519
153,365서울가정의학과의원, 031-319-6429, 경기도 시흥시 배곧1로 27-15 (정왕동 한라비발디캠퍼스)  2층 201~202호 ,126.71277490000001,37.3652278
154,365서울내과의원, 031-593-7516, 경기도 남양주시 늘을3로 65-12 (호평동 금강프라자)  403호 ,127.2479166,37.6602741
155,365서울소아청소년과의원, 031-979-5056, 경기도 고양시 덕양구 화중로 66-0 (화정동 롯데마트)  ,0.0,0.0
156,365소아청소년과의원, 031-981-3650, 경기도 김포시 김포한강4로 113 (장기동 신한프라자)  503,126.668348,37.6439288
157,365스마트의원, 031-268-7234, 경기도 수원시 장안구 만석로19번길 25-10 (천천동 롯데마트) ,126.98239380000001,37.296131700000004
158,365아이랑소아청소년과의원, 031-273-0203, 경기도 수원시 영통구 중부대로 604 (영통동 수원영통리슈빌스카이오피스텔)  1층 ,127.08136259999999,37.267182899999995
161,365키즈소아청소년과의원, 031-423-5575, 경기도 의왕시 포일로 43 (내손동 대림프라자 402호 )  ,126.9774361,37.390044200000006
162,365프렌즈내과의원, 031-731-6614, 경기도 성남시 수정구 위례동로 147 (창곡동 위례건아타워)  5층 505호 ,127.15011000000001,37.4730816
165,B.M산부인과의원, 031-501-0660, 경기도 안산시 상록구 광덕1로 376 (이동 한대빌딩)  4층 ,126.8514926,37.3079061
167,Dr리더스내과의원, 031-957-7517, 경기도 파주시 미래로 369-13 (동패동 한울프라자)  503호 ,126.7453112,37.71106029999999
168,LH의원, 031-738-5180, 경기도 성남시 분당구 성남대로54번길 3 (구미동 대한주택공사별관)  3층 ,127.11016599999999,37.341413
172,가람이비인후과의원, 031-792-5262, 경기도 하남시 신평로 62 (신장동 태산빌딩)  3층 ,127.2054888,37.5389403
173,가온삼성가정의학과의원, 031-945-0050, 경기도 파주시 와석순환로 431 (와동동 신운정프라자 )  302호 ,126.75325659999999,37.7236611
174,가정이편한가정의학과의원, 031-284-0775, 경기도 용인시 기흥구 덕영대로2077번길 16 (영덕동 기흥대정프라자)  302호 ,127.0966571,37.2681902
175,가족사랑의원, 02-2611-3100, 경기도 광명시 도덕로 52 (광명동 청송빌딩)  3층 ,126.85350220000001,37.468823
176,가좌우리소아과의원, 031-922-9077, 경기도 고양시 일산서구 가좌1로 8 (가좌동 가좌마을상가동 )  204호 ,126.72199590000001,37.6908527
182,갈매아이웰소아청소년과의원, 031-572-3651, 경기도 구리시 갈매순환로 194 (갈매동 신영프라자)  3층 302,127.1217994,37.636613399999995
184,강남성모내과의원, 031-555-6600, 경기도 구리시 건원대로34번길 25 (인창동 신아월드코아)  306~7호 ,127.14173829999999,37.6045869
185,강남성모이비인후과의원, 031-376-5005, 경기도 오산시 수청로 193 (금암동 p&p세교프라자)  303호 ,127.04551359999999,37.1766113
189,강남임내과의원, 031-275-7577, 경기도 용인시 기흥구 강남동로 10 (구갈동 강남피아 205호)  ,127.12822079999998,37.271226299999995
190,강내과의원, 031-445-7585, 경기도 안양시 동안구 관악대로 72 (비산동 동화빌딩)  3층 ,126.93231580000001,37.397636799999994
192,강소아청소년과의원, 02-896-5275, 경기도 광명시 범안로 1047 (하안동 우덕빌딩)  3층 303~304호 ,126.87903670000001,37.4625249
196,강의원, 031-919-2568, 경기도 고양시 일산동구 중앙로1275번길 38-10 (장항동 우림로데오스위트)  209호 ,126.77097450000001,37.659669
197,강정협내과의원, 031-377-8081, 경기도 오산시 성호대로 89 (오산동 세명프라자)  204호 ,127.071389,37.1491527
198,강천식소아과의원, 031-444-5565, 경기도 안양시 동안구 임곡로 62 (비산동 임곡주공프라자)  303호 ,126.9337519,37.404840899999996
201,건강한가족의원, 031-377-5355, 경기도 오산시 성호대로 121 (오산동 월드타워)  302호 ,127.07482309999999,37.1490559
202,건강한문내과의원, 032-326-7582, 경기도 부천시 길주로 191 (중동 금영프라자)  301호 ,126.763865,37.5051461
210,고대이비인후과의원, 070-4197-4321, 경기도 화성시 10용사로 286 (능동 우남퍼스트빌 상가)  101호 ,127.0493997,37.1985436
211,고려가정의원, 031-264-1504, 경기도 용인시 수지구 만현로 20 (상현동 성산빌딩)  4층 401호 ,127.0885178,37.314139000000004
212,고려가정의학과의원, 031-459-8575, 경기도 군포시 군포로 567 (당동 대창빌딩)  2층 ,126.94678449999999,37.356643700000006
214,고려웰가정의학과의원, 031-217-8871, 경기도 수원시 영통구 대학로 109 (이의동 골드클래스5)  302호 ,127.04709129999999,37.3051256
219,고려정성의원, 031-226-8575, 경기도 수원시 팔달구 세지로 148 (인계동2층)  ,127.02094709999999,37.26464620000001
222,고수련의원, 031-457-7585, 경기도 안양시 동안구 포도원로 26 (호계동 대림프라자)  3층 ,126.96474099999999,37.362052
224,고양연세의원, 031-964-5078, 경기도 고양시 덕양구 푸른마을로 6 (고양동 고양 e PLAZA)  304호,126.90295800000001,37.7088525
225,고운누리소아청소년과의원, 031-796-3983, 경기도 하남시 덕풍동로 111-15 (덕풍동 리치플러스)  509호 ,127.2079555,37.55141879999999
228,고은맘소아청소년과의원, 031-657-2821, 경기도 평택시 서재로 2 (동삭동 한주빌딩)  302호 ,127.0988015,37.00987979999999
230,고잔연세소아청소년과의원, 031-503-1119, 경기도 안산시 단원구 광덕대로 174 (고잔동 월드타운)  B동 503,126.83103870000001,37.311929
231,고잔우리들소아과의원, 031-411-5005, 경기도 안산시 단원구 초지로 100 (초지동 세종프라자)  305호 ,126.81521210000001,37.3077484
232,고잔제일소아과의원, 031-401-5990, 경기도 안산시 단원구 원포공원1로 49 (초지동 태영타운)  201,126.8123399,37.302442
233,고형기소아청소년과의원, 031-706-1350, 경기도 성남시 분당구 장미로 139 (야탑동  매화마을 공무원아파트상가)  201호 ,127.13579109999999,37.414552
234,곡선연세가정의원, 031-233-2240, 경기도 수원시 권선구 권광로27번길 62 (권선동 삼천리아파트상가)  2층 ,127.0239267,37.2524184
236,공선희소아청소년과의원, 032-346-2100, 경기도 부천시 부일로 753 (역곡동 로하스타워)  302호 ,126.81327879999999,37.4866801
237,과천예일의원, 02-507-7582, 경기도 과천시 별양상가1로 30 (별양동 골든타워 404호~405호,126.9933232,37.428290000000004
240,곽이비인후과의원, 02-2619-1181, 경기도 광명시 광명로 829 (광명동 백제빌딩)  2층 ,126.85128909999999,37.473437200000006
242,관악연세의원, 031-474-8275, 경기도 안양시 만안구 안양로 496 (석수동 석수2동주민센터)  1층 ,126.90935520000001,37.413883
243,광교내과의원, 031-216-7321, 경기도 수원시 영통구 센트럴타운로 15 (이의동 아이플렉스)  301,127.05728710000001,37.2881647
244,광교미소모아내과의원, 031-212-1475, 경기도 용인시 수지구 광교중앙로 301 (상현동 드림타워)  403호 ,127.06864070000002,37.2970124
245,광교연세소아청소년과의원, 031-217-2323, 경기도 용인시 수지구 광교마을로 54 (상현동 에스비타운)  301,127.0705933,37.2981497
246,광교이안소아청소년과의원, 031-213-7373, 경기도 수원시 영통구 센트럴타운로 106 308 309호 (이의동 센트럴프라자),0.0,0.0
247,광명성애병원, 02-2680-7114, 경기도 광명시 디지털로 36 (철산동)  (철산동 광명성애병원) ,126.87133229999999,37.4736622
250,교하성모내과의원, 031-947-0119, 경기도 파주시 미래로 620 (와동동 해솔프라자)  401,126.7510888,37.7324335
251,구구소아청소년과의원, 031-847-5844, 경기도 양주시 회천남로 88 (옥정동 M타워)  304호 ,127.0928032,37.818538000000004
252,구리백내과의원, 031-557-6311, 경기도 구리시 검배로 42 (수택동 구리백병원)  2층 201호 ,127.14354080000001,37.5975911
253,구리정형외과의원, 031-553-9119, 경기도 구리시 이문안로 68 (수택동 동진프라자)  2층 ,127.13870379999999,37.592144
255,구앤배소아청소년과의원, 031-232-2338, 경기도 화성시 병점2로 30 (병점동 명신프라자)  2층 207호 ,127.0403077,37.206120500000004
258,국민건강보험공단일산병원, 031-900-0114, 경기도 고양시 일산동구 일산로 100 (백석동백석1동 1241외1필지 4층)  ,126.7929571,37.6455537
259,군문메디컬의원, 031-691-2119, 경기도 평택시 원평로25번길 61-1 (군문동 주공플라자)  3층 ,127.0830114,36.986192700000004
261,굿라이프연세의원, 031-294-2100, 경기도 수원시 권선구 일월천로16번길 39 (구운동 LD코오롱상가)  104호 ,126.9755328,37.285003100000004
264,굿모닝소아청소년과의원, 031-231-1477, 경기도 화성시 경기대로 985 (병점동 홈플러스)  1층 ,127.0367574,37.2037241
265,굿모닝소아청소년과의원, 031-791-9938, 경기도 하남시 덕풍서로 70 (덕풍동 이마트)  3층 ,127.2053473,37.552760600000006
266,굿모닝소아청소년과의원, 031-973-6002, 경기도 고양시 덕양구 충장로 134 (행신동 아이프라자)  208,126.8349757,37.6244025
269,굿모닝이비인후과의원, 031-847-7822, 경기도 의정부시 추동로 9 (신곡동 휴먼시티)  303호 ,127.0569125,37.7429846
270,굿모닝이비인후과의원, 031-957-7585, 경기도 파주시 청석로 256 (동패동 교하일번가)  403호 ,126.7176866,37.724621
271,굿모닝힐의원, 031-948-1975, 경기도 파주시 한울로 67 (동패동 아름터프라자)  301호 ,126.739151,37.7108345
272,굿키즈소아청소년과의원, 031-322-5597, 경기도 화성시 효행로 1051 (진안동 메인프라자)  409호 ,127.0419621,37.214622999999996
274,권선연세내과의원, 031-222-6224, 경기도 수원시 권선구 권광로 68 (권선동 교연빌딩)  4층 ,127.0290642,37.2539941
275,권소아청소년과의원, 031-204-3131, 경기도 수원시 영통구 덕영대로1555번길 46 (영통동 롯데크리닉상가)  203호 ,127.06160159999999,37.2482544
277,권소아청소년과의원, 031-947-3462, 경기도 파주시 송화로 11 (아동동 팜스프링단지상가)  307호 ,126.7771625,37.7719171
280,그레이스병원, 031-901-4000, 경기도 고양시 일산동구 중앙로 1073 (2~4층)  (백석동 (지하2층,126.7851261,37.644756799999996
281,그레이스소아청소년과의원, 031-375-1271, 경기도 화성시 동탄순환대로 689 (영천동 삼성메디컬프라자)  303호 ,127.11071489999999,37.2062511
282,그린소아청소년과의원, 031-796-0214, 경기도 하남시 신장로 151 (덕풍동 대동피렌체)  206,127.20164720000001,37.5395061
286,금강소아청소년과의원, 031-638-0118, 경기도 이천시 이섭대천로 1272 (창전동 금강의원) ,127.44735890000001,37.2839369
290,기린웰소아청소년과의원, 031-679-0140, 경기도 용인시 기흥구 동백죽전대로 444 (중동 쥬네브썬월드빌딩)  503호 ,127.15159240000001,37.2779916
291,기분조은이비인후과의원, 031-486-4652, 경기도 안산시 단원구 선부광장1로 56 (선부동 일성미즈마트)  308호 ,126.81071750000001,37.336608
293,기흥성모의원, 031-286-7555, 경기도 용인시 기흥구 공세로 91 (공세동 남일빌딩)  2층 ,127.10862309999999,37.2327097
295,길내과의원, 031-844-4667, 경기도 의정부시 평화로 660 (가능동 동진빌딩)  3층 ,127.0448185,37.750878799999995
297,김가정의학과의원, 032-323-5525, 경기도 부천시 장말로 102 (상동 반달마을아파트)  207호 ,126.75243300000001,37.493482799999995
298,김경범소아청소년과의원, 031-491-5275, 경기도 시흥시 도일로135번길 4 (거모동 빅타운)  302호 ,126.78462409999999,37.3425823
300,김경욱내과의원, 031-595-8575, 경기도 남양주시 평내로29번길 41 (평내동 메인플라자)  202호 ,127.2349756,37.6454042
302,김곤의원, 031-557-2824, 경기도 구리시 건원대로 56 (인창동 삼보아파트상가)  202호 ,127.1407155,37.607057399999995
305,김규엽소아청소년과의원, 031-425-7688, 경기도 의왕시 내손로 76 (내손동 보우상가)  2층 2호 ,126.9794527,37.386826299999996
306,김규영서울소아과의원, 031-381-1188, 경기도 안양시 동안구 귀인로 212 (평촌동 번영빌딩)  3층 ,126.96239369999999,37.3858236
307,김기범내과의원, 031-948-1551, 경기도 파주시 가온로 27 (목동동 월드메르디앙1차아파트 상가동)  201호 ,126.74299779999998,37.7270405
308,김기숙의원, 032-351-7585, 경기도 부천시 소사로 191 (소사본동 소사메디컬)  3층 ,126.79530049999998,37.475358
309,김나연소아과의원, 031-852-4211, 경기도 의정부시 부용로213번길 14 (용현동 성지빌딩)  201호 ,127.0806518,37.7500403
310,김내과의원, 031-203-7551, 경기도 수원시 영통구 봉영로 1767 (영통동 한솔프라자)  111호 ,127.0816074,37.266752200000006
311,김내과의원, 031-322-8275, 경기도 용인시 처인구 금령로71번길 16 (김량장동 대흥빌딩)  204호 ,127.2039807,37.2366049
312,김대일소아청소년과의원, 031-762-4501, 경기도 광주시 초월읍 경충대로 912   3층 307308,127.31276159999999,37.3640132
313,김덕하소아청소년과의원, 031-613-6275, 경기도 화성시 동탄지성로 134 (능동 한솔프라자)  402호 ,127.06098030000001,37.209571000000004
317,김민희소아청소년과의원, 031-215-5052, 경기도 수원시 영통구 효원로 363 (매탄동 두산위브하늘채B상가)  310호 ,127.04140100000001,37.262285799999994
320,김상현소아청소년과의원, 031-372-1760, 경기도 오산시 운암로 113 (오산동 중앙프라자)  203호 ,127.0779656,37.1563805
321,김상후이비인후과의원, 031-485-8575, 경기도 안산시 상록구 예술광장1로 16 (월피동 칠성프라자)  404~405호 ,126.8443305,37.3290492
323,김성진내과의원, 031-347-4800, 경기도 군포시 고산로 693 (산본동 하나로빌딩)  3층 301호 ,126.93502990000002,37.3719892
324,김소아청소년과의원, 031-701-8600, 경기도 성남시 분당구 동판교로 92 (백현동 백현마을 가상가동)  2층 202호 ,127.1179125,37.3897806
327,김앤리소아청소년과의원, 032-214-0077, 경기도 부천시 소향로 51 (상동 메디워즈)  ,126.75356000000001,37.503471999999995
328,김앤박이비인후과의원, 031-205-5633, 경기도 수원시 영통구 봉영로 1569 (영통동 뉴월드프라자)  304호 ,127.07101829999999,37.2520797
330,김앤오소아청소년과의원, 031-988-6383, 경기도 김포시 김포한강1로 227 (운양동 광장프라자)  307호 ,126.6825794,37.6541506
331,김앤정소아청소년과의원, 031-948-0275, 경기도 파주시 청석로 268 (동패동 미소시티)  402,126.71765090000001,37.7258062
334,김영수내과의원, 031-718-1497, 경기도 성남시 분당구 백현로 206 (정자동 한솔근린상가)  101~103호 ,127.1188314,37.3682595
335,김영환소아과의원, 031-398-5225, 경기도 군포시 광정로 25-16 (금정동 퇴계종합상가)  207,126.9317618,37.3558382
339,김원섭내과의원, 031-922-9922, 경기도 고양시 일산서구 산현로 15 (탄현동 무광프라자)  304호 ,126.76324699999999,37.689600799999994
340,김은실한재희소아과의원, 031-979-2237, 경기도 고양시 덕양구 충장로152번길 47 (행신동 햇빛마을20단지상가) ,126.83812160000001,37.6246408
342,김장욱이비인후과의원, 031-447-7577, 경기도 안양시 만안구 병목안로 83 (안양동 성원아파트상가)  2층 ,126.91335600000001,37.3947769
343,김정오소아과의원, 031-453-3369, 경기도 안양시 동안구 경수대로 466 (호계동 화일빌딩)  203호 ,126.9595555,37.3646631
344,김정은소아청소년과의원, 031-362-6236, 경기도 시흥시 수인로 3378 (신천동 반석프라자)  7층 ,126.78377169999999,37.4413516
347,김종규이비인후과의원, 031-872-8771, 경기도 의정부시 평화로 375 (호원동 회룡프라자)  401호 ,127.04785729999999,37.7252733
348,김종완소아청소년과의원, 031-792-6527, 경기도 하남시 신장로 156 (덕풍동 하남프라자)  303호 ,127.20194740000002,37.5399146
349,김종찬소아과의원, 032-661-9348, 경기도 부천시 중동로 48 (송내동 대우프라자)  502호 ,126.76421859999999,37.484410600000004
350,김종화푸른소아과의원, 031-266-3010, 경기도 용인시 수지구 문정로 46 (풍덕천동 한길타운)  3층 ,127.0946993,37.324468599999996
351,김진영내과의원, 031-263-9875, 경기도 용인시 수지구 신봉2로 3 (신봉동 홍천말프라자)  301호 ,127.077385,37.3233112
353,김찬호내과가정의학과의원, 032-342-0453, 경기도 부천시 역곡로 24 (역곡동 덕산빌딩)  401,126.811105,37.4874076
355,김태빈내과의원, 031-975-8402, 경기도 고양시 일산동구 중산로 245 (중산동  대성상가302호)  ,126.7803663,37.6938741
356,김태숙소아청소년과의원, 031-458-9982, 경기도 안양시 동안구 경수대로 536 (호계동 정암빌딩)  303호 ,126.9583118,37.3706915
357,김태형내과의원, 031-845-7533, 경기도 의정부시 추동로 15 (신곡동 대명프라자)  201호 ,127.05779879999999,37.7432494
361,김형주내과의원, 031-861-7780, 경기도 양주시 회정로 134 (덕정동.두리테크 4층 403호))  (덕정동 ,127.06836770000001,37.8371866
362,김호수소아과의원, 031-711-5493, 경기도 성남시 분당구 돌마로356번길 3 (수내동 그랜드빌딩)  309호 ,127.1233338,37.3697287
364,김희연가정의학과의원, 031-285-5548, 경기도 용인시 기흥구 용구대로 2398 (마북동 연원마을벽산아파트 상가동304호) ,127.1072655,37.300304499999996
366,꾸러기소아청소년과의원, 031-316-9955, 경기도 시흥시 승지로60번길 25 (능곡동 송죽센타프라자)  401~2호 ,126.81224070000002,37.3679702
368,꾸러기소아청소년과의원, 031-482-6900, 경기도 안산시 단원구 선부광장1로 82 (선부동 서림프라자) ,126.81266299999999,37.335601000000004
369,꾸러기소아청소년과의원, 031-896-2228, 경기도 용인시 수지구 만현로 88 (상현동 상현종합상가)  201-1호 ,127.0851746,37.3087346
371,꿈마을연세가정의학과의원, 032-654-5454, 경기도 부천시 옥산로 65 (중동 꿈마을제상가)  2층 202호 ,126.78056470000001,37.498968299999994
372,나너셋소아과의원, 031-982-8893, 경기도 김포시 전원로 40 (장기동 전원마을 상가동)  207호 ,126.68416299999998,37.6468847
375,나룰소아청소년과의원, 031-795-1175, 경기도 하남시 덕풍동로 111-33 (덕풍동 푸르지오시티오피스텔)  204호205호 ,127.2084165,37.5525882
379,나우리가정의학과의원, 031-707-5975, 경기도 성남시 분당구 돌마로476번길 41 (서현동 분당빌딩)  2층 ,127.1361476,37.3745166
381,남성지소아과의원, 02-2685-1204, 경기도 광명시 광명로 841 (광명동 동진프라자)  3층 4호 ,126.8516879,37.47433770000001
383,남양박내과의원, 031-356-0533, 경기도 화성시 남양성지로 139-1 (남양동 국제포인트프라자)  303호 ,126.8183619,37.209006200000005
387,남정우산부인과의원, 031-559-1004, 경기도 남양주시 늘을2로 26 (호평동 호평씨네마타워)  504호 ,127.2441196,37.655093
388,남형근소아청소년과의원, 031-734-5582, 경기도 성남시 수정구 공원로 322 (신흥동 신동아파라디움)  184,127.15208100000001,37.4433206
389,내동서울가정의학과의원, 032-679-7081, 경기도 부천시 삼작로 205-6 (내동 2층 일부)  2층 ,0.0,0.0
390,내마음내과의원, 031-480-6870, 경기도 안산시 단원구 예술대학로 17 (고잔동 중앙노블레스)  504호,126.8364896,37.3186419
391,네이브키즈연세소아청소년과의원, 031-622-1777, 경기도 성남시 분당구 야탑로81번길 10 (야탑동 분당아미고타워)  3층 309-1호,127.12820790000002,37.4106072
392,노블진내과의원, 031-719-2579, 경기도 성남시 분당구 돌마로 87 (금곡동 골드프라자)  305호 ,127.1117304,37.3503919
394,노순태내과의원, 02-2619-7055, 경기도 광명시 광명로 841 (광명동 동진프라자)  4층 403호 ,126.8516879,37.47433770000001
395,노아소아청소년과의원, 031-853-2698, 경기도 의정부시 체육로 306-14 (녹양동 성해프라자)  ,127.04143119999999,37.7604889
399,누가소아청소년과의원, 031-227-3083, 경기도 수원시 장안구 화산로125번길 5 (천천동 천천 푸르지오)  3층 301,126.9804126,37.2943054
400,누가소아청소년과의원, 031-498-3375, 경기도 시흥시 함송로 21 (정왕동 굿모닝프라자) 304호 ,126.7307048,37.3637903
402,누가의원, 031-431-7776, 경기도 시흥시 함송로 21 (정왕동 굿모닝프라자)  301호 ,126.7307048,37.3637903
404,누가이비인후과의원, 031-274-7550, 경기도 용인시 기흥구 동백7로 73 (동백동 경안빌딩)  ,127.1596222,37.282028499999996
405,누리봄소아청소년과의원, 031-305-0077, 경기도 수원시 영통구 효원로 381 (매탄동 새롬프라자16차)  304호 ,127.0433118,37.2592917
410,느티나무의료복지사회적협동조합 느티나무의원, 031-555-8005, 경기도 구리시 건원대로 36 (인창동 화성골드프라자)  ,127.14050859999999,37.604428000000006
412,늘연세365의원, 031-445-7582, 경기도 안양시 만안구 안양로 340 (안양동)  34층 ,126.91906000000002,37.4019808
414,늘푸른가정의학과의원, 031-261-6655, 경기도 용인시 수지구 신봉2로 73 (신봉동 태천빌딩2)  201호,127.0731762,37.3279907
417,늘푸른소아과의원, 031-454-3729, 경기도 군포시 군포로 494 (당동 당동빌딩)  204호 ,126.9448358,37.350452000000004
418,늘푸른연세미의원, 031-338-7255, 경기도 용인시 처인구 금령로 62 (김량장동 위너스프라자)  501호 ,127.20326580000001,37.234655700000005
419,늘푸른의원, 031-577-3826, 경기도 남양주시 와부읍 덕소로 270 (한강우성상가)  204205,127.22357379999998,37.57785820000001
421,늘푸른의원, 031-794-3443, 경기도 하남시 덕산로 33 (덕풍동 한솔리치빌아파트1단지상가)  201호202호206호 ,127.1978344,37.5325835
422,늘푸른이비인후과의원, 031-274-2577, 경기도 용인시 기흥구 구성3로28번길 30 (청덕동 구성프라자)  ,127.1521152,37.2961565
423,늘푸른이비인후과의원, 031-422-1841, 경기도 안양시 동안구 흥안대로456번길 82 (평촌동 밀레니엄프라자)  303~304호 ,126.9799672,37.3931657
424,늘해랑소아청소년과의원, 031-714-1772, 경기도 성남시 분당구 내정로17번길 2 (정자동 한솔프라자)  4011호 ,127.114471,37.3621427
427,다나소아청소년과의원, 031-593-8270, 경기도 남양주시 늘을2로 27 (호평동 이마트남양주점 5층)  ,127.2430989,37.655010600000004
428,다나소아청소년과의원, 031-855-1001, 경기도 의정부시 외미로 95 (호원동 하나프라자)  305,127.04590900000001,37.7244783
431,다나이비인후과의원, 031-943-7077, 경기도 파주시 와석순환로 72 (야당동 홍원프라자)  402호 ,126.75129799999999,37.7106342
432,다니엘소아청소년과의원, 031-791-7588, 경기도 하남시 미사강변대로 228 (망월동 미사메디프라자)  301호 ,127.1839902,37.5698862
435,다산의료소비자생활협동조합정석소아청소년과병원, 031-573-6678, 경기도 남양주시 진접읍 해밀예당1로 221 (지안빌딩)  67,127.2027125,37.720632
438,다솜소아청소년과의원, 02-6241-7588, 경기도 과천시 별양상가3로 11 (별양동 뉴코아)  8층 8호 ,126.9918638,37.4263015
439,다솜소아청소년과의원, 031-365-5722, 경기도 시흥시 배곧4로 99 (정왕동 로얄페스타)  404호 ,126.73425590000001,37.3740736
440,다솜연세내과소아청소년과의원, 031-912-3799, 경기도 고양시 일산서구 일현로 123 (탄현동 휴엔코아)  302~4호 ,126.7655422,37.697978799999994
442,다솜의원, 031-401-7815, 경기도 안산시 상록구 충장로 432 (성포동 홈플러스내2층) ,126.85007759999998,37.31729910000001
443,다솜이비인후과 의원, 031-795-7530, 경기도 하남시 미사강변대로 76 (풍산동 미사베스트프라자)  4층 401,127.1876656,37.55664779999999
444,다엘의원, 031-262-7579, 경기도 용인시 수지구 수지로 203 (신봉동 E 마트)  지하2층층 ,127.08329429999999,37.31973120000001
